Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2021,0.00 B,1960380.78,0.00,0.00,,3.68%,5.00%,15.51%,1.52
12M 2022,0.00 B,-174199.35,-0.00,0.00,,-10.33%,-15.17%,-13.55%,-4.29
12M 2023,3.05 B,0.38,0.00,0.00,,1.16%,1.65%,7.49%,1.86
12M 2024,3.81 B,0.22,440.91,5.12,,0.44%,0.57%,5.70%,2.06
