Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2021,(0 B),(4 B),(4 B),-2759172.38
12M 2022,(13 B),(0 B),(14 B),-223591.89
12M 2023,3 B,(0 B),3 B,0.99
12M 2024,(82 B),(1 B),(83 B),-21.73
