Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2021,2.84,2.41,0.29,1.36,0.0,0.0,0.27,0.21,0.36
12M 2022,2.21,2.2,0.39,1.47,0.0,0.0,0.36,0.26,0.46
12M 2023,2.52,2.51,0.31,1.42,0.0,0.0,0.27,0.22,0.42
12M 2024,4.17,4.17,0.18,1.29,0.0,0.0,0.18,0.14,0.29
