Period,Aset,Aset Lancar,Kas Dan Setara Kas,Deposito Berjangka,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Investasi Pada Entitas Asosiasi,Aset Pajak Tangguhan,Aset Tetap,Aset Tak Berwujud,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Total Utang Lain-Lain,Beban Akrual,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Utang Sewa Pembiayaan,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Utang Sewa Pembiayaan,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pihak Berelasi,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2020,,,1971145356.000000,,22216036604.000000,661043487.000000,21554993117.000000,22216036604.000000,4544018240.000000,4539415897.000000,4602343.000000,4544018240.000000,55864270025.000000,17086869227.000000,101682339452.000000,,39956280505.000000,2235527672.000000,96691440536.000000,54114796.000000,20371533319.000000,159308896828.000000,260991236280.000000,,,84690824652.000000,48003781193.000000,,3574649192.000000,21522040527.000000,25096689719.000000,,,,923549151.000000,532608744.000000,,7995211042.000000,720953642.000000,1278325408.000000,9994490092.000000,139705753.000000,84690824652.000000,52633363846.000000,,16129416809.000000,84081481.000000,1215418313.000000,17428916603.000000,24841329243.000000,10363118000.000000,52633363846.000000,137324188498.000000,,45000000000.000000,470510040.000000,70886597117.000000,,70886597117.000000,70886597117.000000,,7309940625.000000,123667047782.000000,260991236280.000000,45000.000000
12M 2021,,,2848046996.000000,,19322864887.000000,3337400000.000000,15985464887.000000,19322864887.000000,211938497.000000,161938497.000000,50000000.000000,211938497.000000,75764005935.000000,35143752560.000000,133290608875.000000,,23974836804.000000,739223581.000000,80259825138.000000,451803213.000000,19579134119.000000,125004822855.000000,258295431730.000000,,,87250335474.000000,56515696691.000000,,2837122213.000000,17555614514.000000,20392736727.000000,,,,788625615.000000,187815318.000000,,8444091191.000000,48954292.000000,,8493045483.000000,872415640.000000,87250335474.000000,31770775206.000000,,9667879603.000000,35127190.000000,,9703006793.000000,18828100413.000000,3239668000.000000,31770775206.000000,119021110680.000000,,45000000000.000000,470510040.000000,85906136092.000000,,85906136092.000000,85906136092.000000,,7897674918.000000,139274321050.000000,258295431730.000000,45000.000000
12M 2022,,,15362067804.000000,2000000000.000000,48954201043.000000,4222136450.000000,44732064593.000000,48954201043.000000,190396420.000000,170740026.000000,19656394.000000,190396420.000000,61694103860.000000,26136687552.000000,154337456679.000000,,,742409154.000000,70173111653.000000,295292713.000000,12398658660.000000,83609472180.000000,237946928859.000000,,,100665145563.000000,69356165729.000000,,3677352818.000000,20941992880.000000,24619345698.000000,,,,1550232744.000000,913954128.000000,,3699777969.000000,,,3699777969.000000,525669295.000000,100665145563.000000,5109733155.000000,,1741101634.000000,,,1741101634.000000,,3368631521.000000,5109733155.000000,105774878718.000000,,45000000000.000000,,78751394427.000000,,78751394427.000000,78751394427.000000,,8420655714.000000,132172050141.000000,237946928859.000000,45000.000000
12M 2023,,,13257758606.000000,,47768387585.000000,8798930125.000000,38969457460.000000,47768387585.000000,991140000.000000,991140000.000000,,991140000.000000,64261201437.000000,29882605352.000000,156161092980.000000,,,830751828.000000,116327381954.000000,151363880.000000,16615134260.000000,133924631922.000000,290085724902.000000,,,84817833626.000000,40417390635.000000,,1724238437.000000,25423956223.000000,27148194660.000000,,207358241.000000,207358241.000000,2855212846.000000,2510949750.000000,,10408409380.000000,1082764062.000000,,11491173442.000000,187554052.000000,84817833626.000000,41106802764.000000,,34923884480.000000,1960974883.000000,,36884859363.000000,,4221943401.000000,41106802764.000000,125924636390.000000,,130000000000.000000,,25985391580.000000,828708716.000000,25156682864.000000,25985391580.000000,,8175696932.000000,164161088512.000000,290085724902.000000,2600000000.000000
12M 2024,,,40483704149.000000,14713654069.000000,89299004346.000000,6157847585.000000,83141156761.000000,89299004346.000000,247228128.000000,,247228128.000000,247228128.000000,134721858976.000000,86481580179.000000,365947029847.000000,,,2064360249.000000,150998561149.000000,145546505.000000,,153208467903.000000,519155497750.000000,,,209342672228.000000,143660295310.000000,,3335439630.000000,36674715528.000000,40010155158.000000,,159331040.000000,159331040.000000,5557661274.000000,4397999349.000000,,13411993932.000000,1978228549.000000,,15390222481.000000,167007616.000000,209342672228.000000,32058816225.000000,,25559153407.000000,2091019565.000000,,27650172972.000000,,4408643253.000000,32058816225.000000,241401488453.000000,,162500000000.000000,40029498500.000000,66660663785.000000,828708716.000000,65831955069.000000,66660663785.000000,,8563847012.000000,277754009297.000000,519155497750.000000,3250000000.000000
