Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2020,0.00 B,23979.11,0.00,0.00,31.46 B,0.41%,0.87%,11.20%,0.87
12M 2021,0.00 B,333767.53,0.00,0.00,26.35 B,5.81%,10.78%,4.35%,0.78
12M 2022,0.00 B,-36772.04,-0.00,0.00,34.63 B,-0.70%,-1.25%,11.52%,2.33
12M 2023,2.60 B,12.40,0.00,0.00,48.51 B,11.11%,19.64%,18.88%,3.95
12M 2024,3.25 B,12.52,18.53,2.12,89.17 B,7.83%,14.64%,27.36%,4.84
