Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2020,1.2,0.54,0.61,2.11,0.0,0.0,0.59,0.29,1.11
12M 2021,1.53,0.66,0.54,1.85,0.0,0.0,0.52,0.29,0.85
12M 2022,1.53,0.92,0.57,1.8,0.0,0.0,0.45,0.31,0.8
12M 2023,1.84,1.08,0.54,1.77,0.0,0.0,0.46,0.31,0.77
12M 2024,1.75,1.1,0.67,1.87,0.0,0.0,0.53,0.36,0.87
