Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,1.09,306.88,1.09,306.88,,,,(34 B),46 B
12M 2009,0.77,359.04,0.77,359.04,,,,(14 B),31 B
12M 2010,0.84,406.63,0.84,406.63,,,,(29 B),39 B
12M 2011,0.66,511.81,0.66,511.81,,,,(0 B),53 B
12M 2012,1.11,628.77,1.11,628.77,,,,(51 B),68 B
12M 2013,0.72,771.21,0.72,771.21,,,,(66 B),92 B
12M 2014,0.66,814.67,0.66,814.67,,,,(71 B),101 B
12M 2015,0.53,828.36,0.53,828.36,,,,(113 B),105 B
12M 2016,0.63,199.35,0.63,199.35,,,,(112 B),98 B
12M 2017,0.53,214.78,0.53,214.78,,,,(116 B),113 B
12M 2018,0.90,254.38,0.90,254.38,,,,(149 B),146 B
12M 2019,0.82,255.88,0.82,255.88,,,,(167 B),147 B
12M 2020,1.14,262.09,1.14,262.09,,,,(178 B),153 B
12M 2021,1.57,274.67,1.57,274.67,27 B,,27 B,(151 B),166 B
12M 2022,1.31,330.84,1.31,330.84,,,,(0 B),201 B
12M 2023,1.24,357.28,1.24,357.28,,,,(1 B),215 B
12M 2024,1.14,388.41,1.14,388.41,,,,(1 B),238 B
