Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2018,2.64,2.02,0.39,1.45,0.0,0.0,0.39,0.27,0.45
12M 2019,1.68,1.62,0.1,1.15,0.0,0.0,0.09,0.09,0.15
12M 2020,0.95,0.9,0.17,1.24,0.0,0.0,0.17,0.14,0.24
12M 2021,0.91,0.86,0.18,1.24,0.0,0.0,0.17,0.14,0.24
12M 2022,1.61,1.51,0.17,1.25,0.0,0.0,0.17,0.14,0.25
12M 2023,1.42,1.32,0.17,1.26,0.0,0.0,0.17,0.14,0.26
12M 2024,1.23,1.14,0.17,1.26,0.0,0.0,0.17,0.13,0.26
