Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,36 B,(15 B),20 B,2.50
12M 2019,19 B,(61 B),(43 B),-4.05
12M 2020,(59 B),(29 B),(89 B),-8.40
12M 2021,3 B,(0 B),3 B,0.27
12M 2022,4 B,(1 B),4 B,0.37
12M 2023,0 B,(1 B),(1 B),-0.12
12M 2024,(0 B),(0 B),(1 B),-0.07
