Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2018,0.00,103.00,0.00,101.67,33 B,300 B,333 B,332 B,129 B
12M 2019,6.81,122.69,6.86,121.66,97 B,32 B,129 B,121 B,103 B
12M 2020,2.80,120.63,2.87,117.82,116 B,106 B,222 B,102 B,(9 B)
12M 2021,0.66,119.30,0.68,116.49,114 B,107 B,221 B,(3 B),(17 B)
12M 2022,0.43,117.27,0.44,114.46,13 B,202 B,216 B,211 B,61 B
12M 2023,0.44,114.93,0.45,112.13,6 B,203 B,208 B,207 B,45 B
12M 2024,0.09,113.23,0.09,110.43,11 B,192 B,203 B,201 B,27 B
