Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Kas Dari Pelanggan,Pembayaran Kas Kepada Pemasok,Pembayaran Untuk Beban Usaha Dan Pajak,Pembayaran Kas Kepada Karyawan,Penerimaan (Pembayaran) Lainnya,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Penerimaan Dari Pengembalian Uang Muka,Pembayaran Uang Muka,Penambahan Tanah Untuk Dikembangkan,Perolehan Aset Tetap,Kenaikan Piutang Lain-Lain,Pihak Berelasi,Total Kenaikan Piutang Lain-Lain,Penempatan Dalam Surat Sanggup,Penerimaan Pelunasan Surat Sanggup,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Penerimaan Pelaksanaan Waran,Penerimaan Utang Lancar Lainnya,Penerimaan Dari Penerbitan Saham Baru,Pembayaran Emisi Saham,Penerimaan Utang Jangka Panjang Lainnya,Pembayaran Utang Jangka Panjang Lainnya,Penerimaan Utang Bank,Pembayaran Utang Bank,Penerimaan Utang Pihak Berelasi,Pembayaran Utang Pihak Berelasi,Total Arus Kas Dari Aktivitas Pendanaan,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Kas Dan Setara Kas Akhir Periode
12M 2018,35908997781.000000,63658652073.000000,-9009330344.000000,-6440611651.000000,-12299712297.000000,,35908997781.000000,-41539604857.000000,110000000000.000000,-134094789500.000000,-11128433021.000000,-4307049003.000000,,-2009333333.000000,-2009333333.000000,,,-41539604857.000000,-26223488764.000000,,,,,1933465790.000000,,2700000000.000000,-7755463327.000000,8212190200.000000,-31313681427.000000,-26223488764.000000,-31854095840.000000,33252841420.000000,1398745580.000000
12M 2019,18630786147.000000,57894277473.000000,-6177270945.000000,-15718859393.000000,-17394746017.000000,27385029.000000,18630786147.000000,-253970402682.000000,,-129050448648.000000,-62545857692.000000,1392563658.000000,,-160000000.000000,-160000000.000000,-63606660000.000000,,-253970402682.000000,241905457357.000000,,,186600000000.000000,-7963340000.000000,7103233275.000000,-3221671919.000000,77200000000.000000,-17812763999.000000,,,241905457357.000000,6565840822.000000,1398745580.000000,7964586402.000000
12M 2020,-59166459348.000000,14717387923.000000,-55798947346.000000,-3500888216.000000,-14459185229.000000,-124826480.000000,-59166459348.000000,-62645211791.000000,,-91518191161.000000,-26876405343.000000,-2500000000.000000,,38990900.000000,38990900.000000,,58210393813.000000,-62645211791.000000,117151876893.000000,14308567000.000000,10043700000.000000,,,,-191959801.000000,96593569694.000000,-3602000000.000000,,,117151876893.000000,-4659794246.000000,7964586400.000000,3304792154.000000
12M 2021,3174265176.000000,15136198071.000000,-2323593534.000000,-3469903157.000000,-6642521661.000000,474085457.000000,3174265176.000000,3743870297.000000,,,,-337547000.000000,,,,,4081417297.000000,3743870297.000000,-6748754953.000000,35458250.000000,,,,,-6294103676.000000,,-490109527.000000,,,-6748754953.000000,169380520.000000,3304792154.000000,3474172674.000000
12M 2022,4469333487.000000,30972818656.000000,-5756711512.000000,-5836405779.000000,-9387257478.000000,-5523110400.000000,4469333487.000000,3983149114.000000,,,,-571979481.000000,,-14000000.000000,-14000000.000000,,4569128595.000000,3983149114.000000,-7366648370.000000,,-2119086379.000000,,,,-1342726718.000000,,-3904835273.000000,,,-7366648370.000000,1085834231.000000,3474172675.000000,4560006906.000000
12M 2023,210692194.000000,32688485359.000000,-1679748857.000000,-14833050991.000000,-14787435804.000000,-1177557513.000000,210692194.000000,2449671527.000000,,,,-1432149684.000000,,,,,3881821211.000000,2449671527.000000,-5797813292.000000,,1466608894.000000,,,,-2983069612.000000,,-4281352574.000000,,,-5797813292.000000,-3137449571.000000,4560006906.000000,1422557335.000000
12M 2024,-357720568.000000,37699528994.000000,-11721989556.000000,-14730322455.000000,-13021468931.000000,1416531380.000000,-357720568.000000,5047174666.000000,4342363359.000000,,,-339862964.000000,,14000000.000000,14000000.000000,,1030674271.000000,5047174666.000000,-4040943054.000000,,1325476306.000000,,,,575596512.000000,,-5942015872.000000,,,-4040943054.000000,648511044.000000,1422557335.000000,2071068379.000000
