Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Final,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Dari Operasi Yang Dilanjutkan,Hak Minoritas,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2018,170276821465.000000,-120009377492.000000,50267443973.000000,-28613782150.000000,21653661823.000000,-8474903780.000000,-7581876086.000000,-3902514158.000000,3009486464.000000,-8474903780.000000,13178758043.000000,-121224585.000000,-39790895.000000,-81433690.000000,-121224585.000000,13057533458.000000,,13057533458.000000,-472797518.000000,12584735940.000000,13057533458.000000,13016586904.000000,40946554.000000,13057533458.000000,12584735940.000000,12543789386.000000,40946554.000000,12584735940.000000
12M 2019,66188266310.000000,-36936027102.000000,29252239208.000000,-33706958469.000000,-4454719261.000000,-3196783640.000000,-6940539518.000000,-2381518224.000000,6125274102.000000,-3196783640.000000,-7651502901.000000,268633200.000000,,268633200.000000,268633200.000000,-7382869701.000000,,-7382869701.000000,465388868.000000,-6917480833.000000,-7382869701.000000,-7424817836.000000,41948135.000000,-7382869701.000000,-6917480833.000000,-6959428968.000000,41948135.000000,-6917480833.000000
12M 2020,6712313293.000000,-2649918532.000000,4062394761.000000,-29779529279.000000,-25717134518.000000,-6002303742.000000,-2947736769.000000,,-3054566973.000000,-6002303742.000000,-31719438260.000000,2237580800.000000,,2237580800.000000,2237580800.000000,-29481857460.000000,,-29481857460.000000,46048368.000000,-29435809092.000000,-29481857458.000000,-29438043591.000000,-43813867.000000,-29481857458.000000,-29435809090.000000,-29391995223.000000,-43813867.000000,-29435809090.000000
12M 2021,12057796555.000000,-4696726462.000000,7361070093.000000,-25493633113.000000,-18132563020.000000,1586026888.000000,-936352255.000000,,2522379143.000000,1586026888.000000,-16546536132.000000,1341932969.000000,,1341932969.000000,1341932969.000000,-15204603163.000000,,-15204603163.000000,1064240123.000000,-14140363040.000000,-15204603163.000000,-15200151565.000000,-4451598.000000,-15204603163.000000,-14140363040.000000,-14135911442.000000,-4451598.000000,-14140363040.000000
12M 2022,20948231306.000000,-6942834173.000000,14005397133.000000,-27256812293.000000,-13251415160.000000,-9830507102.000000,-11102409779.000000,,1271902677.000000,-9830507102.000000,-23081922262.000000,2020410403.000000,,2020410403.000000,2020410403.000000,-21061511859.000000,,-21061511859.000000,76079804.000000,-20985432055.000000,-21061511858.000000,-21054099582.000000,-7412276.000000,-21061511858.000000,-20985432054.000000,-20978019778.000000,-7412276.000000,-20985432054.000000
12M 2023,27879084803.000000,-8707036500.000000,19172048303.000000,-30795222736.000000,-11623174433.000000,-13451641424.000000,-12221514750.000000,,-1230126674.000000,-13451641424.000000,-25074815857.000000,397692584.000000,,397692584.000000,397692584.000000,-24677123273.000000,,-24677123273.000000,19490165.000000,-24657633108.000000,-24677123273.000000,-24659501114.000000,-17622159.000000,-24677123273.000000,-24657633108.000000,-24640010949.000000,-17622159.000000,-24657633108.000000
12M 2024,29377755960.000000,-9185192283.000000,20192563677.000000,-27751791386.000000,-7559227709.000000,-11951060124.000000,-12083328513.000000,,132268389.000000,-11951060124.000000,-19510287833.000000,1440405480.000000,,1440405480.000000,1440405480.000000,-18069882353.000000,,-18069882353.000000,139204467.000000,-17930677886.000000,-18069882353.000000,-18066910543.000000,-2971810.000000,-18069882353.000000,-17930677886.000000,-17927706076.000000,-2971810.000000,-17930677886.000000
