Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Tanah Untuk Dikembangkan,Aset Tetap,Aset Tak Berwujud,Goodwill,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Utang Bank Jangka Pendek,Beban Akrual,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Lain-Lain,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Obligasi Konversi,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,1398745580.000000,151524248271.000000,,151524248271.000000,151524248271.000000,5690146980.000000,2009333333.000000,3680813647.000000,5690146980.000000,48243576946.000000,449576299.000000,207306294076.000000,,5168354184.000000,251134800.000000,4917219384.000000,5168354184.000000,654045292687.000000,113423249949.000000,2559375.000000,10865242459.000000,708782770.000000,235893114945.000000,1020106596369.000000,1227412890445.000000,,,78623123212.000000,3876157260.000000,2700000000.000000,6907495062.000000,24895736785.000000,,30477710511.000000,30477710511.000000,5672836376.000000,4093187218.000000,78623123212.000000,302143495953.000000,4612201053.000000,,25345246510.000000,25345246510.000000,270161947504.000000,,2024100886.000000,302143495953.000000,380766619165.000000,,820500000000.000000,72711350.000000,24988895731.000000,2000000000.000000,22988895731.000000,24988895731.000000,1562399269.000000,-477735070.000000,846646271280.000000,1227412890445.000000,8205000000.000000
12M 2019,,,7964586401.000000,165238304603.000000,,165238304603.000000,165238304603.000000,71939908350.000000,2169333333.000000,69770575017.000000,71939908350.000000,9364630742.000000,835612317.000000,255343042413.000000,,5856403392.000000,38990900.000000,5817412492.000000,5856403392.000000,716591150379.000000,121334519913.000000,1771875.000000,10865242459.000000,1073006121.000000,364943563593.000000,1220665657732.000000,1476008700145.000000,,,152263233528.000000,4858392912.000000,79100000000.000000,7413459444.000000,31865349952.000000,,18124818720.000000,18124818720.000000,7680393973.000000,3220818527.000000,152263233528.000000,35218096169.000000,5429586499.000000,,26196447930.000000,26196447930.000000,,98751507.000000,3493310233.000000,35218096169.000000,187481329697.000000,,1048880960000.000000,220490331350.000000,17564077895.000000,2000000000.000000,15564077895.000000,17564077895.000000,1604347404.000000,-12346202.000000,1288527370447.000000,1476008700144.000000,10488809600.000000
12M 2020,,,3304792154.000000,150757985372.000000,,150757985372.000000,150757985372.000000,16181965809.000000,1926864549.000000,14255101260.000000,16181965809.000000,9912370328.000000,789760446.000000,180946874109.000000,,1817202965.000000,,1817202965.000000,1817202965.000000,743467555722.000000,168594590361.000000,984375.000000,29622030459.000000,4100016100.000000,445978517661.000000,1393580897643.000000,1574527771752.000000,,,189752167641.000000,6615148154.000000,99580000000.000000,13274636714.000000,33095659877.000000,,16222818720.000000,16222818720.000000,20422541275.000000,541362901.000000,189752167641.000000,111403064507.000000,5237626698.000000,,100610017624.000000,100610017624.000000,,224672358.000000,5330747827.000000,111403064507.000000,301155232148.000000,,1054604386800.000000,229075471550.000000,-11873965696.000000,2000000000.000000,-13873965696.000000,-11873965696.000000,1532944783.000000,33702166.000000,1273372539603.000000,1574527771751.000000,10542920402.000000
12M 2021,,,3474172675.000000,147775832641.000000,,147775832641.000000,147775832641.000000,12115706212.000000,1926864549.000000,10188841663.000000,12115706212.000000,9982382494.000000,693054694.000000,174041148716.000000,,1817202965.000000,,1817202965.000000,1817202965.000000,743467555722.000000,160054172256.000000,196875.000000,29622030459.000000,5299140069.000000,445978517661.000000,1386238816007.000000,1560279964723.000000,,,191262520300.000000,5450000513.000000,99580000000.000000,24257677977.000000,32766775666.000000,,14242298720.000000,14242298720.000000,14328155737.000000,637611687.000000,191262520300.000000,109749809610.000000,5037908560.000000,,102100428097.000000,102100428097.000000,,226337363.000000,2385135590.000000,109749809610.000000,301012329910.000000,,1054618570100.000000,229096746500.000000,-27074117261.000000,2000000000.000000,-29074117261.000000,-27074117261.000000,1528493185.000000,1097942289.000000,1259267634813.000000,1560279964723.000000,10542920402.000000
12M 2022,,,4560006906.000000,138119243889.000000,,138119243889.000000,138119243889.000000,7742380169.000000,1940864549.000000,5801515620.000000,7742380169.000000,10198721847.000000,841979041.000000,161462331852.000000,,1817202965.000000,,1817202965.000000,1817202965.000000,743467555722.000000,152609939097.000000,,29622030459.000000,7071868274.000000,445994395661.000000,1380582992178.000000,1542045324030.000000,,,100399261626.000000,5137175723.000000,2700000000.000000,36074475218.000000,32658032321.000000,,10614898720.000000,10614898720.000000,12209069358.000000,1005610286.000000,100399261626.000000,203363859646.000000,100575181842.000000,,101822992824.000000,101822992824.000000,,,965684980.000000,203363859646.000000,303763121272.000000,,1054618570100.000000,229096746500.000000,-48128216843.000000,2000000000.000000,-50128216843.000000,-48128216843.000000,1521080909.000000,1174022093.000000,1238282202759.000000,1542045324031.000000,10546185701.000000
12M 2023,,,1422557335.000000,133328036884.000000,,133328036884.000000,133328036884.000000,3749456406.000000,1940864549.000000,1808591857.000000,3749456406.000000,10743920589.000000,1010875612.000000,150254846826.000000,,,,,,743467555722.000000,146566274881.000000,,29622030459.000000,7461077847.000000,445994395661.000000,1373111334570.000000,1523366181396.000000,,,105688194294.000000,7060521216.000000,2390000000.000000,45096219597.000000,33020281048.000000,,3421690344.000000,3421690344.000000,13675678252.000000,1023803837.000000,105688194294.000000,204053417451.000000,97592112230.000000,,105044848626.000000,105044848626.000000,,,1416456595.000000,204053417451.000000,309741611745.000000,,1054618570100.000000,229096746500.000000,-72787717957.000000,2000000000.000000,-74787717957.000000,-72787717957.000000,1503458750.000000,1193512258.000000,1213624569651.000000,1523366181396.000000,10546185701.000000
12M 2024,,,2071068378.000000,124915434570.000000,,124915434570.000000,124915434570.000000,2685782136.000000,1926864549.000000,758917587.000000,2685782136.000000,11021810018.000000,1089462289.000000,141783557391.000000,,,,,,681749080566.000000,139385637980.000000,,29622030459.000000,8876487156.000000,503370507458.000000,1363003743619.000000,1504787301010.000000,,,115156179305.000000,7426081029.000000,1926827537.000000,50064890013.000000,30949936091.000000,,8854315520.000000,8854315520.000000,15001154558.000000,932974557.000000,115156179305.000000,193937229940.000000,98167708742.000000,,94133380041.000000,94133380041.000000,,,1636141157.000000,193937229940.000000,309093409245.000000,,1054618570100.000000,229096746500.000000,-90854628500.000000,2000000000.000000,-92854628500.000000,-90854628500.000000,1500486940.000000,1332716725.000000,1195693891765.000000,1504787301010.000000,10546185701.000000
