Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,3.55,495.26,3.55,495.26,10 B,14 B,24 B,20 B,93 B
12M 2009,3.65,603.27,3.65,603.27,12 B,2 B,14 B,6 B,102 B
12M 2010,12.06,306.84,12.06,306.84,6 B,7 B,13 B,(77 B),258 B
12M 2011,9.82,657.05,9.82,657.05,8 B,5 B,13 B,(420 B),483 B
12M 2012,3.57,693.96,3.57,693.18,5 B,0 B,6 B,(68 B),228 B
12M 2013,2.35,873.63,2.35,873.04,4 B,6 B,11 B,(94 B),251 B
12M 2014,1.15,877.56,1.15,877.17,7 B,6 B,12 B,(20 B),201 B
12M 2015,0.42,1006.21,0.44,957.78,5 B,21 B,26 B,(67 B),293 B
12M 2016,1.36,1101.79,1.39,1082.43,2 B,22 B,24 B,(154 B),400 B
12M 2017,1.38,234.14,1.41,230.25,2 B,33 B,35 B,(209 B),391 B
12M 2018,1.44,245.27,1.47,241.38,18 B,129 B,147 B,96 B,137 B
12M 2019,0.93,254.37,0.94,250.49,51 B,77 B,128 B,8 B,294 B
12M 2020,1.13,236.13,1.15,232.26,49 B,58 B,107 B,33 B,314 B
12M 2021,0.94,281.20,0.95,277.33,22 B,47 B,69 B,(329 B),421 B
12M 2022,1.05,380.78,1.06,376.94,20 B,30 B,51 B,(628 B),891 B
12M 2023,0.86,427.93,0.87,424.05,42 B,40 B,82 B,(614 B),"1,043 B"
12M 2024,1.05,519.39,1.06,515.51,27 B,16 B,43 B,"(1,059 B)","1,363 B"
