Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2018,0.00,172.04,0.00,172.04,0 B,,0 B,(6 B),24 B
12M 2019,2.79,88.33,2.79,88.33,0 B,,0 B,(441 B),666 B
12M 2020,2.65,88.92,2.65,88.92,16 B,56 B,73 B,(178 B),549 B
12M 2021,22.71,119.79,22.71,119.79,16 B,40 B,56 B,(184 B),759 B
12M 2022,8.22,120.51,8.22,120.51,16 B,24 B,40 B,(125 B),674 B
12M 2023,3.63,86.50,3.63,86.50,22 B,7 B,29 B,(84 B),291 B
12M 2024,3.07,80.20,3.07,80.20,7 B,,7 B,(129 B),289 B
