Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Deposito Berjangka,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Beban Akrual,Investasi Pada Entitas Asosiasi,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Beban Akrual,Utang Pajak,Utang Pembiayaan,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Pembiayaan,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pihak Berelasi,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,6395780049.000000,7748565010.000000,7065135010.000000,683430000.000000,7748565010.000000,394808281.000000,385000000.000000,9808281.000000,394808281.000000,14508695142.000000,,4026126901.000000,33073975383.000000,,341104913.000000,,,44585000.000000,46842874.000000,432532787.000000,33506508170.000000,,,9027700870.000000,,,2871542275.000000,279413039.000000,3150955314.000000,,1518251550.000000,169392854.000000,1687644404.000000,,,,152319642.000000,3934934660.000000,86955000.000000,14891850.000000,9027700870.000000,578382283.000000,,,,,400042283.000000,,178340000.000000,578382283.000000,9606083153.000000,,13700000000.000000,739443470.000000,8626507323.000000,,8626507323.000000,8626507323.000000,331463997.000000,503010227.000000,23900425017.000000,33506508170.000000,137000000.000000
12M 2019,,,441271519945.000000,30189692833.000000,14069691995.000000,16120000838.000000,30189692833.000000,2823355831.000000,6644138.000000,2816711693.000000,2823355831.000000,33283081754.000000,,188810928961.000000,696378579324.000000,,10733120320.000000,2961268815.000000,,154018500.000000,122812500.000000,13971220135.000000,710349799459.000000,,,30249944505.000000,,,20149409604.000000,4666732832.000000,24816142436.000000,,532959591.000000,483281447.000000,1016241038.000000,,,,235649052.000000,1421232037.000000,90860000.000000,2669819942.000000,30249944505.000000,616074000.000000,,,,,,,616074000.000000,616074000.000000,30866018505.000000,,76923077000.000000,577406502173.000000,25126362472.000000,100000000.000000,25026362472.000000,25126362472.000000,27839309.000000,,679483780954.000000,710349799459.000000,7692307700.000000
12M 2020,,,250458659483.000000,70617528453.000000,64027100777.000000,6590427676.000000,70617528453.000000,138502000157.000000,26014129.000000,138475986028.000000,138502000157.000000,108261660159.000000,,39111416514.000000,606951264766.000000,,155437261128.000000,,,124574836.000000,37553653144.000000,193115489108.000000,800066753874.000000,,,57971774759.000000,,,18419864907.000000,14918885767.000000,33338750674.000000,,3114047941.000000,764976578.000000,3879024519.000000,,15846170096.000000,15846170096.000000,273000469.000000,3148662831.000000,347127093.000000,1139039077.000000,57971774759.000000,57672367374.000000,,55161443399.000000,1168563975.000000,56330007374.000000,,,1342360000.000000,57672367374.000000,115644142133.000000,,76923077000.000000,576750717233.000000,57139551867.000000,200000000.000000,56939551867.000000,57139551867.000000,428905841.000000,-26819640200.000000,684422611741.000000,800066753874.000000,7692307700.000000
12M 2021,,,240745578776.000000,27348763619.000000,16597207834.000000,10751555785.000000,27348763619.000000,57777536159.000000,18514916809.000000,39262619350.000000,57777536159.000000,93622938669.000000,20000000000.000000,411856886936.000000,851351704159.000000,,185694968223.000000,,2843502333.000000,452466136.000000,45423218489.000000,234414155181.000000,1085765859340.000000,,,92444835607.000000,,,22611416800.000000,26233549474.000000,48844966274.000000,,13603140461.000000,8578024337.000000,22181164798.000000,,15886026950.000000,15886026950.000000,424780000.000000,3502404302.000000,373186817.000000,1232306466.000000,92444835607.000000,41979051645.000000,,39236593045.000000,795377158.000000,40031970203.000000,,104539442.000000,1842542000.000000,41979051645.000000,134423887252.000000,,76923077000.000000,576750717233.000000,296487973995.000000,300000000.000000,296187973995.000000,296487973995.000000,29915779868.000000,-28735576008.000000,951341972088.000000,1085765859340.000000,7692307700.000000
12M 2022,,,165418263696.000000,188968011593.000000,33871740458.000000,155096271135.000000,188968011593.000000,22643362739.000000,9843864955.000000,12799497784.000000,22643362739.000000,78371006128.000000,,381994219890.000000,837394864046.000000,,189905767890.000000,,9638190566.000000,1092030143.000000,96668584272.000000,297304572871.000000,1134699436917.000000,,,163404160376.000000,,,16136025304.000000,99218624934.000000,115354650238.000000,,9360389700.000000,16857453680.000000,26217843380.000000,,15938668415.000000,15938668415.000000,343156211.000000,3041835894.000000,473315979.000000,2034690259.000000,163404160376.000000,26727086132.000000,,23297924629.000000,470733438.000000,23768658067.000000,,67404288.000000,2891023777.000000,26727086132.000000,190131246508.000000,,76923077000.000000,576751179233.000000,302020787893.000000,400000000.000000,301620787893.000000,302020787893.000000,17552472291.000000,-28679326008.000000,944568190409.000000,1134699436917.000000,7692307700.000000
12M 2023,,,112389435335.000000,70095863780.000000,32132674968.000000,37963188812.000000,70095863780.000000,59489148044.000000,15425982942.000000,44063165102.000000,59489148044.000000,74342721634.000000,,157584320933.000000,473901489726.000000,,204015146467.000000,,71678824011.000000,1870132469.000000,116519768529.000000,394083871476.000000,867985361202.000000,,,182935487210.000000,5085744000.000000,,11277356694.000000,49967315749.000000,61244672443.000000,,15564085277.000000,74183770250.000000,89747855527.000000,,15996120384.000000,15996120384.000000,316371028.000000,3001644803.000000,470733438.000000,7072345587.000000,182935487210.000000,11264743306.000000,,7300990273.000000,,7300990273.000000,,,3963753033.000000,11264743306.000000,194200230516.000000,,76923077000.000000,576751179233.000000,37849864970.000000,500000000.000000,37349864970.000000,37849864970.000000,8433973278.000000,-26172963795.000000,673785130686.000000,867985361202.000000,7692307700.000000
12M 2024,,,136151841257.000000,74933750271.000000,45227359971.000000,29706390300.000000,74933750271.000000,39636688078.000000,13306642624.000000,26330045454.000000,39636688078.000000,77385415220.000000,,102630829011.000000,430738523837.000000,,161062345855.000000,,71082395970.000000,3494205120.000000,111853373225.000000,347492320170.000000,778230844007.000000,,,142087515310.000000,,,7166299046.000000,40046686443.000000,47212985489.000000,,13805649714.000000,65549133513.000000,79354783227.000000,,7301156767.000000,7301156767.000000,792938815.000000,2268204189.000000,,5157446823.000000,142087515310.000000,5150494339.000000,,,,,,,5150494339.000000,5150494339.000000,147238009649.000000,,76923077000.000000,576751179233.000000,-13486112874.000000,500000000.000000,-13986112874.000000,-13486112874.000000,14041318055.000000,-23236627056.000000,630992834358.000000,778230844007.000000,7692307700.000000
