Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Beban Keuangan,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Proforma Laba Bersih Dari Transaksi Restrukturisasi Entitas Sepengendali,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Others,Total Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2019,4919765999.000000,-1080089382.000000,3839676617.000000,-1498827869.000000,-118291500.000000,-1380536369.000000,,-1498827869.000000,2340848748.000000,-123184809.000000,-123184809.000000,-123184809.000000,2217663939.000000,-24598830.000000,228026212.000000,2421091321.000000,,,,2421091321.000000,2421091321.000000,2421091321.000000,,2421091321.000000,2421091321.000000,2421091321.000000,,2421091321.000000
12M 2020,14570837485.000000,-2682222289.000000,11888615196.000000,-4726346932.000000,-170784693.000000,-4555562239.000000,,-4726346932.000000,7162268264.000000,44664821.000000,44664821.000000,44664821.000000,7206933085.000000,-85552970.000000,,7121380115.000000,23621845.000000,,23621845.000000,7145001960.000000,7121380115.000000,7121489189.000000,-109074.000000,7121380115.000000,7145001960.000000,7145110935.000000,-108975.000000,7145001960.000000
12M 2021,15358970719.000000,-4459340649.000000,10899630070.000000,-8032535962.000000,-1444694649.000000,-6587841313.000000,,-8032535962.000000,2867094108.000000,-1731493481.000000,-1731493481.000000,-1731493481.000000,1135600627.000000,-415296968.000000,,720303659.000000,10654788.000000,,10654788.000000,730958447.000000,720303659.000000,720369256.000000,-65597.000000,720303659.000000,730958447.000000,731024044.000000,-65597.000000,730958447.000000
12M 2022,18272772862.000000,-7863780835.000000,10408992027.000000,-7991326371.000000,-1179495464.000000,-6811830907.000000,,-7991326371.000000,2417665656.000000,-1664393518.000000,-1664393518.000000,-1664393518.000000,753272138.000000,-144768008.000000,,608504130.000000,-1964099.000000,-1964099.000000,-1964099.000000,606540031.000000,608504130.000000,608540167.000000,-36037.000000,608504130.000000,606540031.000000,606576105.000000,-36074.000000,606540031.000000
12M 2023,20280739163.000000,-7750298010.000000,12530441153.000000,-9890198978.000000,-1669470246.000000,-8220728732.000000,,-9890198978.000000,2640242175.000000,-1484712302.000000,-1484712302.000000,-1484712302.000000,1155529873.000000,-206512717.000000,,949017156.000000,-24248605.000000,-24248605.000000,-24248605.000000,924768551.000000,949017154.000000,948990055.000000,27099.000000,949017154.000000,924768549.000000,924741436.000000,27113.000000,924768549.000000
12M 2024,22345047806.000000,-7552833156.000000,14792214650.000000,-13737839762.000000,-2302321838.000000,-10104745566.000000,-1330772358.000000,-13737839762.000000,1054374888.000000,-653238.000000,-653238.000000,-653238.000000,1053721650.000000,-217524183.000000,,836197467.000000,-523070.000000,-523070.000000,-523070.000000,835674397.000000,836197469.000000,836025380.000000,172089.000000,836197469.000000,835674399.000000,835502285.000000,172114.000000,835674399.000000
