Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Aset Tetap,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Beban Akrual,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Sewa Pembiayaan,Utang Bank Jangka Panjang,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Pajak Tangguhan,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Sewa Pembiayaan,Utang Bank Jangka Panjang,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2020,,,405605295000.000000,41748880000.000000,30213273000.000000,11535607000.000000,41748880000.000000,364762215000.000000,270342639000.000000,94419576000.000000,364762215000.000000,145099280000.000000,137116578000.000000,1094332248000.000000,,55579875000.000000,60524479000.000000,60524479000.000000,,60524479000.000000,3163267391000.000000,487373404000.000000,3766745149000.000000,4861077397000.000000,,,1385693763000.000000,,,330587077000.000000,,330587077000.000000,,,48501396000.000000,48501396000.000000,51474512000.000000,163088603000.000000,,55897625000.000000,609337500000.000000,665235125000.000000,126807050000.000000,1385693763000.000000,2422936978000.000000,67257395000.000000,,68536107000.000000,35343743000.000000,103879850000.000000,,35472082000.000000,1884143955000.000000,1919616037000.000000,332183696000.000000,2422936978000.000000,3808630741000.000000,,54065000000.000000,1117597838000.000000,-369346894000.000000,,-369346894000.000000,-369346894000.000000,31108000.000000,250099604000.000000,1052446656000.000000,4861077397000.000000,540650.000000
12M 2021,,,240866390000.000000,21906388000.000000,17859651000.000000,4046737000.000000,21906388000.000000,298934554000.000000,295439539000.000000,3495015000.000000,298934554000.000000,351974951000.000000,225047930000.000000,1138730213000.000000,,51163558000.000000,,,,,2972870696000.000000,411861436000.000000,3435895690000.000000,4574625903000.000000,,,1428029850000.000000,,,349290466000.000000,19796451000.000000,369086917000.000000,,1122322000.000000,42842440000.000000,43964762000.000000,15343471000.000000,100680574000.000000,,40729755000.000000,586875000000.000000,627604755000.000000,271349371000.000000,1428029850000.000000,1789832323000.000000,109536283000.000000,,,,,,60499567000.000000,1354446845000.000000,1414946412000.000000,265349628000.000000,1789832323000.000000,3217862173000.000000,,1242866900000.000000,-84058633000.000000,197830092000.000000,10000000.000000,197820092000.000000,197830092000.000000,25767000.000000,99604000.000000,1356763730000.000000,4574625903000.000000,12428669000.000000
12M 2022,,,587554526000.000000,46803090000.000000,31957069000.000000,14846021000.000000,46803090000.000000,383820689000.000000,330779074000.000000,53041615000.000000,383820689000.000000,467880147000.000000,270808515000.000000,1756866967000.000000,,42772546000.000000,,,,,2815613459000.000000,609298930000.000000,3467684935000.000000,5224551902000.000000,,,1521098794000.000000,,,382398110000.000000,48487003000.000000,430885113000.000000,,2127390000.000000,29588531000.000000,31715921000.000000,15856330000.000000,102242727000.000000,,97671798000.000000,554050000000.000000,651721798000.000000,288676905000.000000,1521098794000.000000,1523445666000.000000,102391187000.000000,,,,,,217803488000.000000,960248131000.000000,1178051619000.000000,243002860000.000000,1523445666000.000000,3044544460000.000000,,1294653020000.000000,149759824000.000000,735463587000.000000,1010000000.000000,734453587000.000000,735463587000.000000,31407000.000000,99604000.000000,2180007442000.000000,5224551902000.000000,12946530200.000000
12M 2023,,,583295262000.000000,32768572000.000000,26413940000.000000,6354632000.000000,32768572000.000000,366481080000.000000,336769550000.000000,29711530000.000000,366481080000.000000,304228782000.000000,327225294000.000000,1613998990000.000000,,7663982000.000000,,,,,2944315830000.000000,857820592000.000000,3809800404000.000000,5423799394000.000000,,,1689684412000.000000,,,426154768000.000000,119909504000.000000,546064272000.000000,,85208000.000000,50355977000.000000,50441185000.000000,11437394000.000000,70615380000.000000,,170865599000.000000,443624000000.000000,614489599000.000000,396636582000.000000,1689684412000.000000,1275837997000.000000,94077020000.000000,,,,,,359928270000.000000,518290234000.000000,878218504000.000000,303542473000.000000,1275837997000.000000,2965522409000.000000,,1294653020000.000000,149759824000.000000,1013728966000.000000,2010000000.000000,1011718966000.000000,1013728966000.000000,35571000.000000,99604000.000000,2458276985000.000000,5423799394000.000000,12946530200.000000
12M 2024,,,486587666000.000000,57183766000.000000,56960268000.000000,223498000.000000,57183766000.000000,361090611000.000000,331384307000.000000,29706304000.000000,361090611000.000000,523750067000.000000,337967709000.000000,1766579819000.000000,,,,,,,3091514623000.000000,806350777000.000000,3897865400000.000000,5664445219000.000000,,,1572691567000.000000,20000000000.000000,,475678969000.000000,78204622000.000000,553883591000.000000,,188010000.000000,29678356000.000000,29866366000.000000,16591409000.000000,87112196000.000000,,199794595000.000000,337603441000.000000,537398036000.000000,327839969000.000000,1572691567000.000000,946935652000.000000,143803964000.000000,,,,,,301588471000.000000,181827695000.000000,483416166000.000000,319715522000.000000,946935652000.000000,2519627219000.000000,,1294653020000.000000,149759824000.000000,1700263176000.000000,3010000000.000000,1697253176000.000000,1700263176000.000000,42376000.000000,99604000.000000,3144818000000.000000,5664445219000.000000,12946530200.000000
