Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2020,0.00 B,429847.27,0.00,0.00,880.66 B,4.78%,22.08%,32.01%,2.19
12M 2021,12.43 B,42.74,0.00,0.00,"1,260.26 B",11.61%,39.15%,28.24%,3.29
12M 2022,12.95 B,44.33,13.08,2.08,"1,147.54 B",10.99%,26.33%,24.40%,5.85
12M 2023,12.95 B,34.90,12.89,1.45,979.87 B,8.33%,18.38%,19.09%,6.60
12M 2024,12.95 B,63.77,8.55,1.68,"1,390.76 B",14.57%,26.25%,28.37%,16.38
