Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2020,0.79,0.69,1.26,4.62,0.0,0.0,0.88,0.27,3.62
12M 2021,0.8,0.55,0.93,3.37,0.0,0.0,0.75,0.27,2.37
12M 2022,1.15,0.85,0.6,2.4,0.0,0.0,0.33,0.25,1.4
12M 2023,0.96,0.78,0.5,2.21,0.0,0.0,0.26,0.23,1.21
12M 2024,1.12,0.79,0.35,1.8,0.0,0.0,0.19,0.19,0.8
