Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2019,0.00,39.82,0.00,39.82,22 B,,22 B,22 B,(23 B)
12M 2020,1.39,71.85,1.39,71.85,22 B,,22 B,22 B,(23 B)
12M 2021,0.51,70.73,0.51,70.73,22 B,1 B,23 B,23 B,(23 B)
12M 2022,0.40,68.28,0.40,68.28,22 B,2 B,24 B,23 B,(23 B)
12M 2023,0.42,66.86,0.42,66.86,22 B,2 B,24 B,23 B,(23 B)
12M 2024,0.42,66.16,0.42,66.16,24 B,,24 B,23 B,(24 B)
