Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.82,157.90,0.83,157.53,31 B,12 B,43 B,41 B,(24 B)
12M 2009,0.72,167.45,0.72,166.40,31 B,29 B,61 B,56 B,(21 B)
12M 2010,1.18,168.99,1.18,168.81,39 B,51 B,90 B,87 B,(36 B)
12M 2011,0.95,179.07,0.95,178.89,74 B,60 B,133 B,131 B,(61 B)
12M 2012,0.88,193.39,0.88,193.21,19 B,226 B,245 B,218 B,8 B
12M 2013,1.30,180.97,1.30,180.88,36 B,256 B,292 B,274 B,4 B
12M 2014,1.39,183.36,1.39,183.36,30 B,209 B,239 B,226 B,8 B
12M 2015,1.03,139.44,1.03,139.44,136 B,48 B,184 B,178 B,(123 B)
12M 2016,1.38,109.77,1.38,109.77,110 B,50 B,160 B,155 B,(92 B)
12M 2017,1.24,163.21,1.24,163.21,9 B,50 B,59 B,54 B,(30 B)
12M 2018,0.94,161.33,0.94,161.33,13 B,73 B,86 B,82 B,(34 B)
12M 2019,0.87,170.96,0.87,170.96,10 B,43 B,53 B,49 B,(19 B)
12M 2020,0.47,132.81,0.47,132.81,10 B,44 B,54 B,52 B,(19 B)
12M 2021,1.74,122.09,1.74,122.09,7 B,64 B,70 B,67 B,(17 B)
12M 2022,0.82,134.50,0.82,134.50,6 B,41 B,47 B,15 B,16 B
12M 2023,1.07,155.99,1.07,155.99,5 B,36 B,40 B,9 B,68 B
12M 2024,0.63,169.05,0.63,169.05,9 B,35 B,44 B,26 B,11 B
