Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2016,24 B,(28 B),(5 B),-2.85
12M 2017,(115 B),(15 B),(131 B),-55.60
12M 2018,7 B,(86 B),(79 B),-33.26
12M 2019,105 B,(103 B),2 B,0.92
12M 2020,78 B,(116 B),(38 B),-15.83
12M 2021,14 B,(86 B),(72 B),-7.41
12M 2022,209 B,(57 B),152 B,15.67
12M 2023,(62 B),(11 B),(73 B),-7.55
12M 2024,(66 B),(17 B),(83 B),-8.57
