Period,Aset,Aset Lancar,Kas Dan Setara Kas,Portofolio Efek,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Piutang Pihak Berelasi,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Investasi Pada Entitas Asosiasi,Aset Tetap,Properti Investasi,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pihak Berelasi,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Pembiayaan,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Pembiayaan,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2016,,,2467386813.000000,,127993219478.000000,124440782978.000000,3552436500.000000,127993219478.000000,456669747.000000,,50782607262.000000,6594901419.000000,188294784719.000000,,,177826128141.000000,,2140037562.000000,1984183883.000000,181950349586.000000,370245134305.000000,,,141500588823.000000,116525813482.000000,,2648990514.000000,,2648990514.000000,4984337422.000000,,,4984337422.000000,,11459416423.000000,4719851755.000000,,,1162179227.000000,,1162179227.000000,,141500588823.000000,8670423799.000000,,,110273550.000000,110273550.000000,,8560150249.000000,8670423799.000000,150171012622.000000,,165000000000.000000,1484191309.000000,53589930374.000000,,,53589930374.000000,,,220074121683.000000,370245134305.000000,1650000000.000000
12M 2017,,,36310612147.000000,,250563678041.000000,246775316541.000000,3788361500.000000,250563678041.000000,1204798980.000000,,71875799840.000000,42537223849.000000,402492112857.000000,,,169755333788.000000,,3213087451.000000,1503008483.000000,174471429722.000000,576963542579.000000,,,88130681014.000000,72880517599.000000,,3440008908.000000,,3440008908.000000,2501253250.000000,,,2501253250.000000,,7291199371.000000,309459886.000000,,,,,,1708242000.000000,88130681014.000000,12852349806.000000,,,,,,12852349806.000000,12852349806.000000,100983030820.000000,,235000000000.000000,140332516088.000000,100645995671.000000,200000000.000000,100445995671.000000,100645995671.000000,2000000.000000,,475980511759.000000,576963542579.000000,2350000000.000000
12M 2018,,,42927581553.000000,,261467352991.000000,261411713631.000000,55639360.000000,261467352991.000000,652882898.000000,,142212647161.000000,43487125179.000000,490747589782.000000,,,263407043489.000000,,3113638277.000000,1578284483.000000,268098966249.000000,758846556031.000000,,,183224424681.000000,164241726852.000000,,4875583365.000000,,4875583365.000000,1126753250.000000,,,1126753250.000000,,11458432832.000000,139263395.000000,,,576574987.000000,,576574987.000000,806090000.000000,183224424681.000000,12454553111.000000,,,,,,12454553111.000000,12454553111.000000,195678977792.000000,,237483462000.000000,146665344188.000000,179018030931.000000,300000000.000000,178718030931.000000,179018030931.000000,741120.000000,,563167578239.000000,758846556031.000000,2374834620.000000
12M 2019,,,33251824546.000000,,249970161581.000000,249970161581.000000,,249970161581.000000,818659416.000000,,156029530465.000000,43352035583.000000,483422211591.000000,,,353945662234.000000,7276653415.000000,4031508060.000000,,365253823709.000000,848676035300.000000,,,161901915986.000000,142205482183.000000,,1563142430.000000,,1563142430.000000,3912564450.000000,,,3912564450.000000,,5987740977.000000,796251439.000000,,6543144507.000000,,,6543144507.000000,893590000.000000,161901915986.000000,45206674495.000000,,29080642255.000000,,29080642255.000000,,16126032240.000000,45206674495.000000,207108590481.000000,,237840550000.000000,147575918588.000000,256149083500.000000,400000000.000000,255749083500.000000,256149083500.000000,1892731.000000,,641567444819.000000,848676035300.000000,2378405500.000000
12M 2020,,,4787116907.000000,,243220094125.000000,243220094125.000000,,243220094125.000000,2900060935.000000,,146626605836.000000,25952314335.000000,423486192138.000000,,,379776240198.000000,86197536892.000000,5271632519.000000,12192612419.000000,483438022028.000000,906924214166.000000,,,188719266211.000000,169650433905.000000,,1935349192.000000,,1935349192.000000,206253250.000000,,,206253250.000000,,3660797003.000000,989362134.000000,,10062930176.000000,884557219.000000,,10947487395.000000,1329583332.000000,188719266211.000000,55644031346.000000,,23480170408.000000,11633806865.000000,35113977273.000000,,20530054073.000000,55644031346.000000,244363297557.000000,,241943817000.000000,158039249438.000000,262431338569.000000,500000000.000000,261931338569.000000,262431338569.000000,146440200.000000,71402.000000,662560916609.000000,906924214166.000000,2419438170.000000
12M 2021,,,4842160614.000000,,282171120367.000000,282171120367.000000,,282171120367.000000,786019596.000000,,149626654775.000000,12900006038.000000,450325961390.000000,,,442033942721.000000,80983814256.000000,4564278941.000000,11211318026.000000,538793353944.000000,989119315334.000000,,,280958063589.000000,262060700062.000000,,1908574346.000000,,1908574346.000000,,,,,,3110140792.000000,1112518425.000000,,10062930176.000000,1082829457.000000,,11145759633.000000,1620370331.000000,280958063589.000000,39500652299.000000,,13417240228.000000,10645575579.000000,24062815807.000000,4443031.000000,15433393461.000000,39500652299.000000,320458715888.000000,,241943817000.000000,158039249438.000000,268802435517.000000,600000000.000000,268202435517.000000,268802435517.000000,-124731445.000000,-171064.000000,668660599446.000000,989119315334.000000,9677752680.000000
12M 2022,,,3947093730.000000,94827186700.000000,178070931550.000000,177508931500.000000,562000050.000000,178070931550.000000,1529694183.000000,13311839327.000000,47372601848.000000,50638227690.000000,389697575028.000000,,,329698912588.000000,75770091620.000000,3828827506.000000,12608253474.000000,421906085188.000000,811603660216.000000,,,119206775342.000000,79179830334.000000,,3640780156.000000,20760047900.000000,24400828056.000000,,425694235.000000,,425694235.000000,,668040333.000000,254950390.000000,,10062930176.000000,1537821772.000000,,11600751948.000000,2676680046.000000,119206775342.000000,23537337791.000000,,3354310048.000000,9980869713.000000,13335179761.000000,,10202158030.000000,23537337791.000000,142744113133.000000,,241943817000.000000,162091994218.000000,266631060025.000000,700000000.000000,265931060025.000000,266631060025.000000,-1807252757.000000,-71403.000000,668859547083.000000,811603660216.000000,9677752680.000000
12M 2023,,,4987336557.000000,271188340400.000000,149761160176.000000,146574981763.000000,3186178413.000000,149761160176.000000,1194224832.000000,,202079387200.000000,8747810737.000000,637958259902.000000,,9040440639.000000,313858915547.000000,72028780687.000000,4029428696.000000,9275154275.000000,408232719844.000000,1046190979746.000000,,,364553821477.000000,282141889004.000000,,4252876730.000000,18116846177.000000,22369722907.000000,,299168360.000000,,299168360.000000,40743372889.000000,1287095178.000000,739272461.000000,,3354310048.000000,51579540.000000,913083054.000000,4318972642.000000,12654328036.000000,364553821477.000000,20063551900.000000,,,7457632457.000000,7457632457.000000,,12605919443.000000,20063551900.000000,384617373377.000000,,241943817000.000000,162091994218.000000,255481759666.000000,750000000.000000,254731759666.000000,255481759666.000000,1454661457.000000,601374028.000000,661573606369.000000,1046190979746.000000,9677752680.000000
12M 2024,,,14002557153.000000,306585389900.000000,125241663489.000000,122763007738.000000,2478655751.000000,125241663489.000000,1148981102.000000,,256030679783.000000,27721133104.000000,730730404531.000000,,11882799985.000000,293908665135.000000,77709178954.000000,3373801772.000000,6466547281.000000,393340993127.000000,1124071397658.000000,,,432851967189.000000,362248416487.000000,,3276234351.000000,10116915823.000000,13393150174.000000,,815708142.000000,,815708142.000000,37952802812.000000,785316075.000000,1310919906.000000,,13333333333.000000,,972367276.000000,14305700609.000000,2039952984.000000,432851967189.000000,43490806843.000000,,24444444445.000000,6485265181.000000,30929709626.000000,,12561097217.000000,43490806843.000000,476342774032.000000,,241943817000.000000,162091994218.000000,244721559198.000000,800000000.000000,243921559198.000000,244721559198.000000,11524161376.000000,-12552908166.000000,647728623626.000000,1124071397658.000000,9677752680.000000
