Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2007,1.29,335.62,1.29,335.62,180 B,,180 B,171 B,197 B
12M 2008,1.72,380.05,1.72,380.05,190 B,,190 B,176 B,250 B
12M 2009,2.17,346.39,2.17,346.39,164 B,,164 B,155 B,213 B
12M 2010,2.97,361.31,2.97,361.31,121 B,159 B,279 B,265 B,357 B
12M 2011,3.23,420.84,3.23,420.84,106 B,159 B,266 B,249 B,454 B
12M 2012,5.63,448.19,5.63,448.19,254 B,111 B,365 B,306 B,437 B
12M 2013,5.93,581.77,5.93,581.77,221 B,115 B,336 B,242 B,574 B
12M 2014,6.81,698.09,6.81,698.09,266 B,,266 B,190 B,597 B
12M 2015,5.62,847.27,5.62,847.27,,93 B,309 B,186 B,797 B
12M 2016,4.10,239.25,4.10,239.25,113 B,38 B,151 B,55 B,946 B
12M 2017,4.54,276.42,4.54,276.42,63 B,33 B,96 B,25 B,"1,150 B"
12M 2018,4.33,323.55,4.33,323.55,54 B,25 B,79 B,12 B,"1,384 B"
12M 2019,4.11,362.78,4.11,362.78,48 B,22 B,70 B,(174 B),"1,677 B"
12M 2020,3.51,394.94,3.51,394.94,38 B,26 B,64 B,(629 B),"1,897 B"
12M 2021,3.11,437.74,3.11,437.74,123 B,53 B,177 B,(485 B),"2,126 B"
12M 2022,3.05,502.96,3.07,500.68,119 B,124 B,243 B,(739 B),"2,418 B"
12M 2023,3.57,558.38,3.58,556.54,103 B,104 B,207 B,(918 B),"2,670 B"
12M 2024,3.15,603.01,3.15,602.36,58 B,77 B,135 B,(979 B),"2,831 B"
