Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2017,(12 B),(1 B),(13 B),-2584099.52
12M 2018,(95 B),(1 B),(96 B),-85.42
12M 2019,43 B,(38 B),4 B,3.82
12M 2020,(31 B),(1 B),(32 B),-28.61
12M 2021,(9 B),(1 B),(10 B),-8.87
12M 2022,(28 B),22 B,(6 B),-4.83
