Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Pihak Berelasi,Piutang Lain-Lain,Aset Tetap,Aset Tak Berwujud,Goodwill,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank,Utang Sewa Pembiayaan,Utang Pembiayaan Konsumen,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank,Utang Sewa Pembiayaan,Utang Pembiayaan Konsumen,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Pinjaman Jangka Panjang,Utang Pemegang Saham,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2017,,,10814745367.000000,69749370567.000000,3232589035.000000,,,3232589035.000000,,7572017894.000000,91368722863.000000,,6150000000.000000,,34652842314.000000,,,865557477.000000,16711094622.000000,58379494413.000000,149748217276.000000,,,111138373229.000000,97395489194.000000,3483683548.000000,227584961.000000,1053425751.000000,666878680.000000,,3788654848.000000,4522656247.000000,,,8311311095.000000,,111138373229.000000,21346822049.000000,,9968036048.000000,7149229938.000000,,17117265986.000000,,,,4229556063.000000,21346822049.000000,132485195278.000000,,5000000000.000000,,13369555492.000000,,13369555492.000000,13369555492.000000,-1106533494.000000,,17263021998.000000,149748217276.000000,5000.000000
12M 2018,,,18220810677.000000,109706421015.000000,5168922035.000000,,,5168922035.000000,,4253141568.000000,137349295295.000000,,,,30010928746.000000,1895865902.000000,,208114296.000000,80702736507.000000,112817645451.000000,250166940746.000000,,,110328421284.000000,95493892626.000000,8071509662.000000,618705007.000000,229272414.000000,562288590.000000,,940074376.000000,4412678609.000000,,,5352752985.000000,,110328421284.000000,15938503671.000000,,9027961659.000000,2736551329.000000,,11764512988.000000,,,,4173990683.000000,15938503671.000000,126266924955.000000,,112000000000.000000,8314800000.000000,7152530517.000000,695644394.000000,6456886123.000000,7152530517.000000,24395657.000000,-3591710383.000000,123900015791.000000,250166940746.000000,1120000000.000000
12M 2019,,,13315782754.000000,72639992449.000000,2899898519.000000,,,2899898519.000000,1725385781.000000,20343853588.000000,110924913091.000000,,,,57403932669.000000,947932951.000000,6179701150.000000,,100031304690.000000,164562871460.000000,275487784551.000000,,,110399868528.000000,84028229597.000000,9454542753.000000,25436752.000000,417420628.000000,884189436.000000,,9061485546.000000,5927036488.000000,601527328.000000,,15590049362.000000,,110399868528.000000,39411472799.000000,,20416476112.000000,3954260553.000000,1403137087.000000,25773873752.000000,,,182207148.000000,13455391899.000000,39411472799.000000,149811341327.000000,,112474800800.000000,8314800000.000000,8110618167.000000,695644394.000000,7414973773.000000,8110618167.000000,367934640.000000,-3591710383.000000,125676443224.000000,275487784551.000000,1124748008.000000
12M 2020,,,2723409973.000000,68183287179.000000,700939216.000000,,,700939216.000000,3565147984.000000,40807188983.000000,115979973335.000000,,,,51799123317.000000,1201333333.000000,6179701150.000000,10008896067.000000,98101029213.000000,167290083080.000000,283270056415.000000,,,148164449640.000000,88107333181.000000,24464653779.000000,22540018223.000000,1337999421.000000,1071563111.000000,,1084968015.000000,8845767892.000000,712146018.000000,,10642881925.000000,,148164449640.000000,59616995385.000000,,25924083665.000000,13728515702.000000,690991070.000000,40343590437.000000,4076293862.000000,5000000000.000000,,10197111086.000000,59616995385.000000,207781445025.000000,,113274817900.000000,9010814877.000000,-42788962460.000000,695644394.000000,-43484606854.000000,-42788962460.000000,-416348544.000000,-3591710383.000000,75488611390.000000,283270056415.000000,1132748179.000000
12M 2021,,,3344259420.000000,23901089748.000000,5870373047.000000,5870373047.000000,,5870373047.000000,9209291340.000000,26947477444.000000,69272490999.000000,,,,40100501184.000000,563750000.000000,6179701150.000000,12974571084.000000,41240186953.000000,101058710371.000000,170331201370.000000,,,129569093377.000000,37532632435.000000,42889603082.000000,24907030131.000000,4793130248.000000,4872836342.000000,,3361968015.000000,8156989153.000000,,,11518957168.000000,3054903971.000000,129569093377.000000,75727964271.000000,,57773551999.000000,10669913409.000000,,68443465408.000000,4936293862.000000,,,2348205001.000000,75727964271.000000,205297057648.000000,,114617095900.000000,11026222358.000000,-156579353845.000000,695644394.000000,-157274998239.000000,-156579353845.000000,-438110309.000000,-3591710383.000000,-34965856279.000000,170331201369.000000,1146170959.000000
12M 2022,,,2294721545.000000,50502799434.000000,10726195098.000000,10726195098.000000,,10726195098.000000,4156597125.000000,12750622848.000000,80430936050.000000,,,7915437385.000000,26560619867.000000,,,12974571084.000000,32073831105.000000,79524459441.000000,159955395491.000000,,,121411576288.000000,39273315267.000000,42374540157.000000,1302413166.000000,7868015647.000000,3956445315.000000,,26636846736.000000,,,,26636846736.000000,,121411576288.000000,86062789978.000000,,61135520014.000000,16711745071.000000,,77847265085.000000,5409158397.000000,,,2806366496.000000,86062789978.000000,207474366266.000000,,114617095900.000000,11026222358.000000,-169504597069.000000,695644394.000000,-170200241463.000000,-169504597069.000000,-65981581.000000,-3591710383.000000,-47518970775.000000,159955395491.000000,1146170959.000000
