Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Laba (Rugi) Selisih Kurs,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2018,3227280000000.0,-2608027000000.0,619253000000.0,-287934000000.0,-61538000000.0,-226396000000.0,-287934000000.0,331319000000.0,-443605000000.0,-253581000000.0,-189016000000.0,-1008000000.0,-443605000000.0,-112286000000.0,43155000000.0,-69131000000.0,15163000000.0,-53968000000.0,-69131000000.0,-46988000000.0,-22143000000.0,-69131000000.0,-53968000000.0,-32197000000.0,-21771000000.0,-53968000000.0
12M 2019,3524913000000.0,-2780057000000.0,744856000000.0,-308066000000.0,-48266000000.0,-259800000000.0,-308066000000.0,436790000000.0,-113424000000.0,-229298000000.0,83808000000.0,32066000000.0,-113424000000.0,323366000000.0,2819000000.0,326185000000.0,518000000.0,326703000000.0,326185000000.0,312346000000.0,13839000000.0,326185000000.0,326703000000.0,312822000000.0,13881000000.0,326703000000.0
12M 2020,3685291000000.0,-2819026000000.0,866265000000.0,-314589000000.0,-43610000000.0,-270979000000.0,-314589000000.0,551676000000.0,-260976000000.0,-187173000000.0,-35421000000.0,-38382000000.0,-260976000000.0,290700000000.0,-50332000000.0,240368000000.0,12289000000.0,252657000000.0,240368000000.0,229987000000.0,10381000000.0,240368000000.0,252657000000.0,241279000000.0,11378000000.0,252657000000.0
12M 2021,3741668000000.0,-2904552000000.0,837116000000.0,-350248000000.0,-28904000000.0,-321344000000.0,-350248000000.0,486868000000.0,-269112000000.0,-218361000000.0,-30028000000.0,-20723000000.0,-269112000000.0,217756000000.0,-25288000000.0,192468000000.0,5366000000.0,197834000000.0,192468000000.0,198660000000.0,-6192000000.0,192468000000.0,197834000000.0,203591000000.0,-5757000000.0,197834000000.0
12M 2022,2678799000000.0,-2251348000000.0,427451000000.0,-253057000000.0,-18947000000.0,-234110000000.0,-253057000000.0,174394000000.0,-347653000000.0,-136026000000.0,-117104000000.0,-94523000000.0,-347653000000.0,-173259000000.0,32920000000.0,-140339000000.0,541000000.0,-139798000000.0,-140339000000.0,-123219000000.0,-17120000000.0,-140339000000.0,-139798000000.0,-122722000000.0,-17076000000.0,-139798000000.0
12M 2023,2079476000000.0,-1897057000000.0,182419000000.0,-276827000000.0,-1684000000.0,-275143000000.0,-276827000000.0,-94408000000.0,-170232000000.0,-133840000000.0,6617000000.0,-43009000000.0,-170232000000.0,-264640000000.0,169719000000.0,-94921000000.0,-155000000.0,-95076000000.0,-94921000000.0,-75617000000.0,-19304000000.0,-94921000000.0,-95076000000.0,-75760000000.0,-19316000000.0,-95076000000.0
12M 2024,1677699000000.000000,-1654300000000.000000,23399000000.000000,-223278000000.000000,,-223278000000.000000,-223278000000.000000,-199879000000.000000,-119950000000.000000,-59852000000.000000,-21780000000.000000,-38318000000.000000,-119950000000.000000,-319829000000.000000,60768000000.000000,-259061000000.000000,-6919000000.000000,-265980000000.000000,-259061000000.000000,-243598000000.000000,-15463000000.000000,-259061000000.000000,-265980000000.000000,-249956000000.000000,-16024000000.000000,-265980000000.000000
