Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Investasi Pada Entitas Asosiasi,Aset Tetap,Aset Pajak Tangguhan,Goodwill,Piutang Lain-Lain,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Sewa Pembiayaan,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Pajak Tangguhan,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Sewa Pembiayaan,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Others,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,75387000000.000000,427735000000.000000,,,427735000000.000000,9261000000.000000,,,9261000000.000000,477977000000.000000,539041000000.000000,1529401000000.000000,,,6986701000000.000000,135147000000.000000,,31425000000.000000,449758000000.000000,7603031000000.000000,9132432000000.000000,,,4037470000000.000000,333219000000.000000,632552000000.000000,,,632552000000.000000,805188000000.000000,,,805188000000.000000,30602000000.000000,81839000000.000000,,2134020000000.000000,3130000000.000000,2137150000000.000000,16920000000.000000,4037470000000.000000,2072879000000.000000,26562000000.000000,,1972792000000.000000,8253000000.000000,1981045000000.000000,65272000000.000000,2072879000000.000000,6110349000000.000000,,10403539000000.000000,-5812149000000.000000,-354774000000.000000,,-354774000000.000000,40061000000.000000,-1254594000000.000000,3022083000000.000000,9132432000000.000000,10403539092.000000
12M 2019,,,84162000000.000000,507221000000.000000,,,507221000000.000000,31185000000.000000,,,31185000000.000000,356751000000.000000,562277000000.000000,1541596000000.000000,,,7681538000000.000000,188251000000.000000,435478000000.000000,26570000000.000000,348330000000.000000,8680167000000.000000,10221763000000.000000,,,2513780000000.000000,21891000000.000000,887536000000.000000,,,887536000000.000000,626293000000.000000,,,626293000000.000000,67510000000.000000,121787000000.000000,,770948000000.000000,2339000000.000000,773287000000.000000,15476000000.000000,2513780000000.000000,2036901000000.000000,75353000000.000000,,1876220000000.000000,7529000000.000000,1883749000000.000000,77799000000.000000,2036901000000.000000,4550681000000.000000,,11845316000000.000000,-5328367000000.000000,-55932000000.000000,,-55932000000.000000,167542000000.000000,-957477000000.000000,5671082000000.000000,10221763000000.000000,35224848184.000000
12M 2020,,,80753000000.000000,529205000000.000000,494258000000.000000,34947000000.000000,529205000000.000000,22115000000.000000,22079000000.000000,36000000.000000,22115000000.000000,688589000000.000000,582689000000.000000,1903351000000.000000,,,8157303000000.000000,231222000000.000000,443012000000.000000,60548000000.000000,269267000000.000000,9161352000000.000000,11064703000000.000000,,,1650719000000.000000,,,563638000000.000000,209153000000.000000,772791000000.000000,,38753000000.000000,9956000000.000000,48709000000.000000,47539000000.000000,94353000000.000000,,666419000000.000000,7378000000.000000,673797000000.000000,13530000000.000000,1650719000000.000000,2110032000000.000000,168220000000.000000,,1858535000000.000000,5371000000.000000,1863906000000.000000,77906000000.000000,2110032000000.000000,3760751000000.000000,,12086101000000.000000,-4111710000000.000000,163462000000.000000,,163462000000.000000,205360000000.000000,-1039261000000.000000,7303952000000.000000,11064703000000.000000,40543709139.000000
12M 2021,,,27967000000.000000,620016000000.000000,563435000000.000000,56581000000.000000,620016000000.000000,44484000000.000000,44484000000.000000,,44484000000.000000,856573000000.000000,1387207000000.000000,2936247000000.000000,,576023000000.000000,7894912000000.000000,269571000000.000000,443431000000.000000,21650000000.000000,173949000000.000000,9379536000000.000000,12315783000000.000000,,,2662684000000.000000,,,752458000000.000000,199728000000.000000,952186000000.000000,,14051000000.000000,34057000000.000000,48108000000.000000,31783000000.000000,68021000000.000000,,747711000000.000000,2052000000.000000,749763000000.000000,812823000000.000000,2662684000000.000000,1514098000000.000000,231592000000.000000,,1221047000000.000000,10628000000.000000,1231675000000.000000,50831000000.000000,1514098000000.000000,4176782000000.000000,,12542626000000.000000,-4001761000000.000000,362122000000.000000,,362122000000.000000,179003000000.000000,-942989000000.000000,8139001000000.000000,12315783000000.000000,42197950841.000000
12M 2022,,,16976000000.000000,551778000000.000000,503468000000.000000,48310000000.000000,551778000000.000000,40672000000.000000,40672000000.000000,,40672000000.000000,355122000000.000000,1383651000000.000000,2348199000000.000000,,563783000000.000000,7280123000000.000000,340910000000.000000,443431000000.000000,22912000000.000000,157934000000.000000,8809093000000.000000,11157292000000.000000,,,1902593000000.000000,13000000000.000000,,967719000000.000000,215853000000.000000,1183572000000.000000,,7771000000.000000,44315000000.000000,52086000000.000000,17061000000.000000,111782000000.000000,,506117000000.000000,8946000000.000000,515063000000.000000,10029000000.000000,1902593000000.000000,1441605000000.000000,216719000000.000000,,1162333000000.000000,13909000000.000000,1176242000000.000000,48644000000.000000,1441605000000.000000,3344198000000.000000,,12542626000000.000000,-4006232000000.000000,238903000000.000000,238903000000.000000,238903000000.000000,161891000000.000000,-1124094000000.000000,7813094000000.000000,11157292000000.000000,42197950841.000000
12M 2023,,,498140000000.000000,566429000000.000000,487858000000.000000,78571000000.000000,566429000000.000000,33614000000.000000,33614000000.000000,,33614000000.000000,212122000000.000000,1396216000000.000000,2706521000000.000000,,552583000000.000000,4127421000000.000000,380077000000.000000,443431000000.000000,43804000000.000000,1224568000000.000000,6771884000000.000000,9478405000000.000000,,,1080133000000.000000,38000000000.000000,,399012000000.000000,219650000000.000000,618662000000.000000,,10136000000.000000,20046000000.000000,30182000000.000000,11448000000.000000,63199000000.000000,,308861000000.000000,2711000000.000000,311572000000.000000,7070000000.000000,1080133000000.000000,680254000000.000000,91670000000.000000,,510986000000.000000,48375000000.000000,559361000000.000000,29223000000.000000,680254000000.000000,1760387000000.000000,,12542626000000.000000,-4006232000000.000000,163286000000.000000,163286000000.000000,163286000000.000000,142575000000.000000,-1124237000000.000000,7718018000000.000000,9478405000000.000000,42197950841.000000
12M 2024,,,29837000000.000000,407068000000.000000,361489000000.000000,45579000000.000000,407068000000.000000,28763000000.000000,28763000000.000000,,28763000000.000000,139185000000.000000,2539442000000.000000,3144295000000.000000,,545120000000.000000,3892730000000.000000,394466000000.000000,448147000000.000000,26743000000.000000,318831000000.000000,5626037000000.000000,8770332000000.000000,,,861480000000.000000,13000000000.000000,,355012000000.000000,121509000000.000000,476521000000.000000,,7193000000.000000,10782000000.000000,17975000000.000000,9836000000.000000,52238000000.000000,,278349000000.000000,6860000000.000000,285209000000.000000,6701000000.000000,861480000000.000000,425478000000.000000,41947000000.000000,,307437000000.000000,34861000000.000000,342298000000.000000,41233000000.000000,425478000000.000000,1286958000000.000000,,12542626000000.000000,-4006232000000.000000,-74157000000.000000,-74157000000.000000,-74157000000.000000,151732000000.000000,-1130595000000.000000,7483374000000.000000,8770332000000.000000,42197950841.000000
