Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2018,62252941672.000000,-54984759760.000000,7268181912.000000,-3450857394.000000,-3450857394.000000,-3450857394.000000,3817324518.000000,-924731981.000000,-924731981.000000,-924731981.000000,2892592537.000000,-762449351.000000,-822296316.000000,59846965.000000,-762449351.000000,2130143186.000000,-256979610.000000,1873163576.000000,2130143186.000000,2130143186.000000,,2130143186.000000,1873163576.000000,1873163576.000000,,1873163576.000000
12M 2019,33487358366.000000,-28919066502.000000,4568291864.000000,-3802612848.000000,-3802612848.000000,-3802612848.000000,765679016.000000,-598619098.000000,-598619098.000000,-598619098.000000,167059918.000000,-75876702.000000,-169526327.000000,93649625.000000,-75876702.000000,91183216.000000,-257987266.000000,-166804050.000000,91183216.000000,91183216.000000,,91183216.000000,-166804050.000000,-166804050.000000,,-166804050.000000
12M 2020,43288186229.000000,-38245766774.000000,5042419455.000000,-3719497711.000000,-3719497711.000000,-3719497711.000000,1322921744.000000,-1100241324.000000,-1100241324.000000,-1100241324.000000,222680420.000000,-75238151.000000,-176853399.000000,101615248.000000,-75238151.000000,147442269.000000,-56845768.000000,90596501.000000,147442269.000000,147442269.000000,,147442269.000000,90596501.000000,90596501.000000,,90596501.000000
12M 2021,52798355960.000000,-46115300613.000000,6683055347.000000,-5290812547.000000,-5290812547.000000,-5290812547.000000,1392242800.000000,-892201126.000000,-892201126.000000,-892201126.000000,500041674.000000,-247820661.000000,-297535350.000000,49714689.000000,-247820661.000000,252221013.000000,177941139.000000,430162152.000000,252221013.000000,252221013.000000,,252221013.000000,430162152.000000,430162152.000000,,430162152.000000
12M 2022,101879539632.000000,-89769941962.000000,12109597670.000000,-8278804801.000000,-8278804801.000000,-8278804801.000000,3830792869.000000,-1226861982.000000,-1226861982.000000,-1226861982.000000,2603930887.000000,-903690838.000000,-988106900.000000,84416062.000000,-903690838.000000,1700240049.000000,-16594522.000000,1683645527.000000,1700240049.000000,1700240049.000000,,1700240049.000000,1683645527.000000,1683645527.000000,,1683645527.000000
12M 2023,137645362565.000000,-120465038667.000000,17180323898.000000,-12117206713.000000,-12117206713.000000,-12117206713.000000,5063117185.000000,651752857.000000,651752857.000000,651752857.000000,5714870042.000000,-1489350354.000000,-1448038460.000000,-41311894.000000,-1489350354.000000,4225519688.000000,-198598917.000000,4026920771.000000,4225519688.000000,4225519688.000000,,4225519688.000000,4026920771.000000,4026920771.000000,,4026920771.000000
12M 2024,105480957484.0,-89111060587.0,16369896897.0,-15116953936.0,-15116953936.0,-15116953936.0,1252942961.0,-191764897.0,-191764897.0,-191764897.0,1061178064.0,-420621773.0,-651622400.0,231000627.0,-420621773.0,640556291.0,37940543.0,678496834.0,640556291.0,640580361.0,-24070.0,640556291.0,678496834.0,678520904.0,-24070.0,678496834.0
