Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Tak Berwujud,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Beban Akrual,Utang Pajak,Utang Lain-Lain,Pihak Berelasi,Total Utang Lain-Lain,Utang Bank Jangka Pendek,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,4827267512.000000,14279123119.000000,543000000.000000,543000000.000000,543000000.000000,15292788779.000000,,34942179410.000000,,9719727069.000000,,646344233.000000,,10366071302.000000,45308250712.000000,,,29110869139.000000,20085524089.000000,8562630.000000,2553267134.000000,,,,5856769078.000000,,214673072.000000,214673072.000000,392073136.000000,29110869139.000000,5172566474.000000,,2234638143.000000,2234638143.000000,2937928331.000000,5172566474.000000,34283435613.000000,,500000000.000000,3246600000.000000,7535194710.000000,,7535194710.000000,7535194710.000000,-256979610.000000,11024815100.000000,45308250713.000000,500.000000
12M 2019,,,4432040630.000000,16575969491.000000,631800000.000000,631800000.000000,631800000.000000,21340290288.000000,,42980100409.000000,,9238730679.000000,,812759497.000000,,10051490176.000000,53031590585.000000,,,36488130673.000000,17134393453.000000,30986900.000000,1478549568.000000,,,,16900000000.000000,,245971751.000000,245971751.000000,698229001.000000,36488130673.000000,5685448863.000000,,1991087514.000000,1991087514.000000,3694361349.000000,5685448863.000000,42173579536.000000,,500000000.000000,3246600000.000000,7626377925.000000,,7626377925.000000,7626377925.000000,-514966876.000000,10858011049.000000,53031590585.000000,500.000000
12M 2020,,,5584607710.000000,12365642847.000000,340500000.000000,340500000.000000,340500000.000000,22078302046.000000,,40369052603.000000,,15863719834.000000,,930408167.000000,,16794128001.000000,57163180604.000000,,,40273417306.000000,15733162018.000000,17402150.000000,870782189.000000,,6900000000.000000,6900000000.000000,15500000000.000000,,281833676.000000,281833676.000000,970237273.000000,40273417306.000000,5941155747.000000,,1712027717.000000,1712027717.000000,4229128030.000000,5941155747.000000,46214573053.000000,,500000000.000000,3246600000.000000,7773820195.000000,,7773820195.000000,7773820195.000000,-571812644.000000,10948607551.000000,57163180604.000000,500.000000
12M 2021,,,9104176371.000000,7946077927.000000,458200000.000000,458200000.000000,458200000.000000,25018413163.000000,1819929704.000000,44346797165.000000,,16243634472.000000,,929934328.000000,,17173568800.000000,61520365965.000000,,,32547318776.000000,19811485722.000000,599631548.000000,158387341.000000,,,,10000000000.000000,,322924165.000000,322924165.000000,1654890000.000000,32547318776.000000,5594277487.000000,,1367303266.000000,1367303266.000000,4226974221.000000,5594277487.000000,38141596263.000000,,20000000000.000000,3246600000.000000,526041207.000000,,526041207.000000,526041207.000000,-393871505.000000,23378769702.000000,61520365965.000000,2000000000.000000
12M 2022,,,48046917139.000000,18740768259.000000,922769554.000000,922769554.000000,922769554.000000,60657352092.000000,3525502145.000000,131893309189.000000,,19656292080.000000,497286458.000000,1019030896.000000,,21172609434.000000,153065918623.000000,,,56131891997.000000,39807234174.000000,178472343.000000,367289356.000000,,,,9000000000.000000,,370005519.000000,370005519.000000,6408890605.000000,56131891997.000000,5527342426.000000,,997297747.000000,997297747.000000,4530044679.000000,5527342426.000000,61659234423.000000,,27000277080.000000,3246600000.000000,2038260652.000000,150000000.000000,1888260652.000000,2038260652.000000,59121546468.000000,91406684200.000000,153065918623.000000,2700027708.000000
12M 2023,,,21772717963.000000,34412281892.000000,471607500.000000,471607500.000000,471607500.000000,56654988280.000000,7895535623.000000,121207131258.000000,,20633122698.000000,367223954.000000,1033734082.000000,,22034080734.000000,143241211992.000000,,,42871057779.000000,25071094877.000000,192096817.000000,979140686.000000,,,,10000000000.000000,,423951194.000000,423951194.000000,6204774205.000000,42871057779.000000,5272137833.000000,,573346553.000000,573346553.000000,4698791280.000000,5272137833.000000,48143195612.000000,,27000648770.000000,3246600000.000000,5923731470.000000,490048010.000000,5433683460.000000,5923731470.000000,58927036141.000000,95098016381.000000,143241211993.000000,2700064877.000000
12M 2024,,,22760958025.000000,56375670936.000000,802864000.000000,802864000.000000,802864000.000000,59203411469.000000,8246276932.000000,147389181362.000000,,19620820014.000000,379348953.000000,1254033530.000000,,21254202497.000000,168643383859.000000,,,68015197602.000000,50564463425.000000,206166628.000000,1305406041.000000,,,,9000000000.000000,,,,6939161508.000000,68015197602.000000,5274033196.000000,,,,5274033196.000000,5274033196.000000,73289230798.000000,,27000648770.000000,3246600000.000000,6141751677.000000,1335151947.000000,4806599730.000000,6141751677.000000,58965152614.000000,95354153061.000000,168643383859.000000,2700064877.000000
