Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2010,0.00,1.00,0.00,1.00,9 B,85 B,93 B,80 B,(179 B)
12M 2011,0.00,513.16,0.00,513.16,260 B,10 B,270 B,258 B,(302 B)
12M 2012,3.43,102.02,3.43,102.02,171 B,,171 B,107 B,287 B
12M 2013,0.84,104.30,0.84,104.30,163 B,1 B,164 B,105 B,218 B
12M 2014,0.47,109.02,0.47,109.02,168 B,27 B,195 B,99 B,279 B
12M 2015,0.50,109.52,0.50,109.52,166 B,22 B,187 B,130 B,255 B
12M 2016,0.46,109.63,0.46,109.63,162 B,40 B,202 B,145 B,278 B
12M 2017,0.63,109.66,0.63,109.66,137 B,129 B,266 B,222 B,371 B
12M 2018,0.53,109.78,0.53,109.78,91 B,129 B,221 B,163 B,376 B
12M 2019,0.45,109.96,0.45,109.96,89 B,131 B,220 B,174 B,381 B
12M 2020,0.46,108.63,0.46,108.63,41 B,85 B,126 B,83 B,328 B
12M 2021,0.47,106.89,0.47,106.89,31 B,95 B,126 B,121 B,319 B
