Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2011,(71 B),(2 B),(73 B),-60.77
12M 2012,(132 B),(1 B),(133 B),-13.33
12M 2013,9 B,(26 B),(17 B),-1.66
12M 2014,(13 B),(16 B),(29 B),-2.90
12M 2015,24 B,(26 B),(2 B),-0.15
12M 2016,(29 B),(1 B),(30 B),-3.01
12M 2017,(80 B),(0 B),(80 B),-8.01
12M 2018,44 B,(0 B),44 B,4.36
12M 2019,(13 B),(0 B),(13 B),-1.30
12M 2020,0 B,(0 B),0 B,0.03
12M 2021,(39 B),(0 B),(39 B),-3.85
