Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Kas Dari Pelanggan,Pembayaran Kepada Pemasok,Pembayaran Kepada Karyawan,Pembayaran Bunga,Pengembalian Pajak,Pembayaran Pajak Penghasilan,Pembayaran Pajak Lain-Lain,Penempatan Kas Dan Setara Kas Yang Dibatasi Penggunaannya,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Perolehan Aset Tetap,Penerimaan Bunga,Penarikan Deposito Berjangka,Penempatan Deposito Berjangka,Kenaikan (Penurunan) Kas Yang Dibatasi Penggunaannya,Penerimaan Dari Penjualan Aset,Investasi Pada Anak Perusahaan,Penerimaan Aktivitas Investasi Lainnya,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Penerimaan Pinjaman Bank,Jangka Pendek,Jangka Panjang,Total Penerimaan Pinjaman Bank,Pembayaran Pinjaman Bank,Jangka Pendek,Jangka Panjang,Total Pembayaran Pinjaman Bank,Pembayaran Dividen,Penerimaan Penerbitan Saham Anak Perusahaan,Penerimaan Saham Penawaran Umum Perdana,Pembayaran Liabilitas Sewa,Penerimaan Liabilitas Anjak Piutang,Pembayaran Liabilitas Anjak Piutang,Total Arus Kas Dari Aktivitas Pendanaan,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Dampak Neto Perubahan Nilai Tukar Atas Kas Dan Setara Kas,Kas Dan Setara Kas Akhir Periode
12M 2016,-16255833.000000,345745620.000000,-255102870.000000,-86279235.000000,-6546605.000000,,-14072743.000000,,,-16255833.000000,-24925782.000000,-24553785.000000,299950.000000,,,-671947.000000,,,,-24925782.000000,78597377.000000,,36036906.000000,54114152.000000,90151058.000000,,-2700000.000000,-8853681.000000,-11553681.000000,,,,,,,78597377.000000,37415762.000000,25457040.000000,-2430935.000000,60441867.000000
12M 2017,16786663.000000,403534451.000000,-243965831.000000,-117696023.000000,-8731301.000000,,-16354633.000000,,,16786663.000000,-38282580.000000,-39150150.000000,415409.000000,,,452161.000000,,,,-38282580.000000,45942102.000000,,17306416.000000,,17306416.000000,,-28309151.000000,-25405505.000000,-53714656.000000,,,82350342.000000,,,,45942102.000000,24446185.000000,60441867.000000,-1276726.000000,83611326.000000
12M 2018,-73424864.000000,429499028.000000,-356792641.000000,-119807397.000000,-11682903.000000,,-14640951.000000,,,-73424864.000000,-45560418.000000,-46201351.000000,795704.000000,,,-154771.000000,,,,-45560418.000000,75319495.000000,,125176890.000000,41471882.000000,166648772.000000,,-62243517.000000,-18896490.000000,-81140007.000000,-10189270.000000,,,,,,75319495.000000,-43665787.000000,83611326.000000,-818370.000000,39127169.000000
12M 2019,26519743.000000,497505684.000000,-322542590.000000,-122803698.000000,-19591875.000000,,-6047778.000000,,,26519743.000000,-51915252.000000,-51089022.000000,441422.000000,,,-1197412.000000,,-70240.000000,,-51915252.000000,12270289.000000,,89256119.000000,64727330.000000,153983449.000000,,-62117013.000000,-23741697.000000,-85858710.000000,-665878.000000,23576.000000,,,346791352.000000,-402003500.000000,12270289.000000,-13125220.000000,39127169.000000,983178.000000,26985127.000000
12M 2020,-115911108.000000,297043140.000000,-265034800.000000,-115603896.000000,-28165478.000000,,-4150074.000000,,,-115911108.000000,-8816100.000000,-10610371.000000,112766.000000,,,1681505.000000,,,,-8816100.000000,106978629.000000,,63837925.000000,128082298.000000,191920223.000000,,-105621381.000000,-11387720.000000,-117009101.000000,,,,-7381656.000000,39449163.000000,,106978629.000000,-17748579.000000,26985127.000000,-254789.000000,8981759.000000
12M 2021,13593221.000000,246414138.000000,-120216054.000000,-94405499.000000,-22422554.000000,6202117.000000,-1978927.000000,,,13593221.000000,-1159308.000000,-1293109.000000,72488.000000,,,61313.000000,,,,-1159308.000000,-7537396.000000,,3143337.000000,14443924.000000,17587261.000000,,-9481743.000000,-12775562.000000,-22257305.000000,,,,-6990887.000000,4123535.000000,,-7537396.000000,4896517.000000,8981759.000000,-110963.000000,13767313.000000
12M 2022,7603145.000000,290616012.000000,-176545316.000000,-96020602.000000,-15768110.000000,6366218.000000,-1045057.000000,,,7603145.000000,-3100981.000000,-2902737.000000,129023.000000,,,-327267.000000,,,,-3100981.000000,-12215911.000000,,190706.000000,,190706.000000,,-2400000.000000,-4399426.000000,-6799426.000000,,,,-5607191.000000,,,-12215911.000000,-7713747.000000,13767313.000000,-950553.000000,5103013.000000
12M 2023,30681202.000000,420776424.000000,-284067644.000000,-92669186.000000,-15141970.000000,1977067.000000,-193489.000000,,,30681202.000000,-639036.000000,-901486.000000,269641.000000,,,-7191.000000,,,,-639036.000000,-14218123.000000,,,,,,,-8332558.000000,-8332558.000000,,,,-5885565.000000,,,-14218123.000000,15824043.000000,5103013.000000,123977.000000,21051033.000000
12M 2024,14196532.000000,397785529.000000,-258200426.000000,-106599995.000000,-14820923.000000,,-1703336.000000,-1720412.000000,-543905.000000,14196532.000000,-3660239.000000,-3998042.000000,337803.000000,,,,,,,-3660239.000000,-18528862.000000,,,,,,-181587.000000,-10874438.000000,-11056025.000000,,,,-7472837.000000,,,-18528862.000000,-7992569.000000,21051033.000000,-434983.000000,12623481.000000
