Period,Aset,Aset Lancar,Kas Dan Setara Kas,Investasi Jangka Pendek,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Aset Pajak Tangguhan,Aset Tetap,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Pinjaman Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Utang Pajak,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Pinjaman Jangka Panjang,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Beban Akrual,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Pinjaman Jangka Panjang,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2016,,,60441867.000000,,76792501.000000,22656500.000000,54136001.000000,76792501.000000,3787012.000000,,3787012.000000,3787012.000000,84315528.000000,102877147.000000,328214055.000000,,,,,,,,,,9211084.000000,105163968.000000,,114375052.000000,442589107.000000,,,146780199.000000,33336906.000000,,64315669.000000,6736547.000000,71052216.000000,,3951719.000000,480679.000000,4432398.000000,7998762.000000,,17453727.000000,,17453727.000000,12334537.000000,171653.000000,146780199.000000,123253904.000000,,85619595.000000,1470000.000000,87089595.000000,,,,,36164309.000000,123253904.000000,270034103.000000,,19214846.000000,1142271.000000,182027442.000000,3458030.000000,178569412.000000,182027442.000000,,-29829555.000000,172555004.000000,442589107.000000,665600.000000
12M 2017,,,83611326.000000,,93372271.000000,48327281.000000,45044990.000000,93372271.000000,2201054.000000,,2201054.000000,2201054.000000,106805886.000000,116691788.000000,402682325.000000,,,,,,,,,,8263982.000000,123273326.000000,4931249.000000,136468557.000000,539150882.000000,,,135366467.000000,22334171.000000,,68343091.000000,2694985.000000,71038076.000000,,4141612.000000,,4141612.000000,7779373.000000,,20330955.000000,,20330955.000000,9742280.000000,,135366467.000000,97995840.000000,,57345901.000000,490000.000000,57835901.000000,,,,,40159939.000000,97995840.000000,233362307.000000,,219015655.000000,62417236.000000,54404381.000000,3458030.000000,50946351.000000,54404381.000000,,-30048697.000000,305788575.000000,539150882.000000,28233511500.000000
12M 2018,,,39127169.000000,,173432957.000000,77289292.000000,96143665.000000,173432957.000000,2704909.000000,,2704909.000000,2704909.000000,152487358.000000,239237370.000000,606989763.000000,,,,,,,,,,5717840.000000,129826306.000000,14107.000000,135558253.000000,742548016.000000,,,299410175.000000,85279095.000000,,60351840.000000,2184661.000000,62536501.000000,,1554295.000000,,1554295.000000,2684144.000000,,23741699.000000,,23741699.000000,13834205.000000,109780236.000000,299410175.000000,113978854.000000,,76515158.000000,,76515158.000000,,,,,37463696.000000,113978854.000000,413389029.000000,,219015655.000000,62417236.000000,74759970.000000,7492540.000000,67267430.000000,74759970.000000,,-27033874.000000,329158987.000000,742548016.000000,28233511500.000000
12M 2019,,,26985127.000000,,190305914.000000,75559104.000000,114746810.000000,190305914.000000,3377314.000000,,3377314.000000,3377314.000000,145908672.000000,193578557.000000,560155584.000000,,,,,,,,,,7858053.000000,181806882.000000,6569939.000000,196234874.000000,756390458.000000,,,455417871.000000,112421084.000000,,104230196.000000,7875272.000000,112105468.000000,,4906162.000000,,4906162.000000,2607594.000000,,141242490.000000,,141242490.000000,13419528.000000,68715545.000000,455417871.000000,35697256.000000,,,,,,,,,35697256.000000,35697256.000000,491115127.000000,,219015655.000000,62417236.000000,9334854.000000,7492540.000000,1842314.000000,9334854.000000,221046.000000,-25713460.000000,265275331.000000,756390458.000000,28233511500.000000
12M 2020,,,8981759.000000,,100587386.000000,24866649.000000,75720737.000000,100587386.000000,1914656.000000,,,1914656.000000,88069872.000000,94717753.000000,294271426.000000,,,,,,,,,,26149506.000000,167071300.000000,33362856.000000,226583662.000000,520855088.000000,,,465274117.000000,70637628.000000,,142263548.000000,9928416.000000,152191964.000000,5427087.000000,,,5427087.000000,7169756.000000,,49800994.000000,3559065.000000,53360059.000000,64763755.000000,111723868.000000,465274117.000000,269611255.000000,,208152122.000000,30252366.000000,238404488.000000,,,,,31206767.000000,269611255.000000,734885372.000000,,219015655.000000,62417236.000000,-472852450.000000,7492540.000000,-480344990.000000,-472852450.000000,249300.000000,-22860025.000000,-214030284.000000,520855088.000000,28233511500.000000
12M 2021,,,13767313.000000,,50301712.000000,5280634.000000,45021078.000000,50301712.000000,490006.000000,,,490006.000000,60045938.000000,85380125.000000,209985094.000000,,,,,,,,,,9714709.000000,150172829.000000,27543341.000000,187430879.000000,397415973.000000,,,321064848.000000,18700000.000000,,132044197.000000,13795154.000000,145839351.000000,3687711.000000,,,3687711.000000,3638558.000000,,54724110.000000,3231805.000000,57955915.000000,61012037.000000,30231276.000000,321064848.000000,414710336.000000,,348639848.000000,26093984.000000,374733832.000000,,11951577.000000,,11951577.000000,28024927.000000,414710336.000000,735775184.000000,,219015655.000000,62417236.000000,-600248840.000000,7492540.000000,-607741380.000000,-600248840.000000,293887.000000,-19837149.000000,-338359211.000000,397415973.000000,28233511500.000000
12M 2022,,,5103013.000000,,38100082.000000,13550285.000000,24549797.000000,38100082.000000,189549.000000,,,189549.000000,56518433.000000,101054220.000000,200965297.000000,,2317043.000000,,2317043.000000,2317043.000000,,,,,6887569.000000,135236551.000000,45252250.000000,189693413.000000,390658710.000000,,,248830982.000000,16490706.000000,,88742068.000000,10349689.000000,99091757.000000,6371130.000000,,,6371130.000000,1882230.000000,,7843550.000000,11125566.000000,18969116.000000,64014727.000000,42011316.000000,248830982.000000,472849048.000000,,391120982.000000,40256079.000000,431377061.000000,,19409349.000000,,19409349.000000,22062638.000000,472849048.000000,721680030.000000,,219015655.000000,62417236.000000,-596677076.000000,7492540.000000,-604169616.000000,-596677076.000000,341392.000000,-16118527.000000,-331021320.000000,390658710.000000,28233511500.000000
12M 2023,,,21051033.000000,58840.000000,56997238.000000,10694831.000000,46302407.000000,56997238.000000,,,,,74018579.000000,94489858.000000,246615548.000000,,15049694.000000,,15049694.000000,15049694.000000,3163691.000000,,,3163691.000000,7417592.000000,131755518.000000,46019060.000000,203405555.000000,450021103.000000,,,279717345.000000,194603.000000,,67128735.000000,10391617.000000,77520352.000000,6143838.000000,,,6143838.000000,6489143.000000,,9913139.000000,9778332.000000,19691471.000000,55408500.000000,114269438.000000,279717345.000000,481465660.000000,,390562375.000000,42353284.000000,432915659.000000,,14340693.000000,9755745.000000,24096438.000000,24453563.000000,481465660.000000,761183005.000000,,219015655.000000,62417236.000000,-576400613.000000,7492540.000000,-583893153.000000,-576400613.000000,159513.000000,-16353693.000000,-311161902.000000,450021103.000000,28233511500.000000
12M 2024,,,12623481.000000,133203.000000,49862841.000000,4045912.000000,45816929.000000,49862841.000000,1718233.000000,,1718233.000000,1718233.000000,61415306.000000,80350421.000000,206103485.000000,,14651879.000000,,14651879.000000,14651879.000000,953040.000000,,,953040.000000,9407308.000000,149093821.000000,44420670.000000,218526718.000000,424630203.000000,,,237508591.000000,,,59854571.000000,4865365.000000,64719936.000000,4220301.000000,,,4220301.000000,9743940.000000,,20004877.000000,6624431.000000,26629308.000000,51081455.000000,81113651.000000,237508591.000000,445022915.000000,,371217848.000000,38646418.000000,409864266.000000,,8743176.000000,2635490.000000,11378666.000000,23779983.000000,445022915.000000,682531506.000000,,219015655.000000,62417236.000000,-549509497.000000,7492540.000000,-557002037.000000,-549509497.000000,166303.000000,10009000.000000,-257901303.000000,424630203.000000,28233511500.000000
