Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,2553.41,0.88,2553.41,0.88,,0 B,0 B,0 B,2 B
12M 2009,3942.11,0.57,3942.11,0.57,,0 B,0 B,0 B,1 B
12M 2010,-4239.62,-0.53,-4239.62,-0.53,,0 B,0 B,0 B,(3 B)
12M 2011,11.08,121.76,11.08,121.76,136 B,,136 B,109 B,(16 B)
12M 2012,5.83,144.05,5.83,144.05,198 B,353 B,551 B,470 B,(51 B)
12M 2013,1.38,353.98,1.38,353.98,268 B,494 B,762 B,648 B,385 B
12M 2014,1.01,453.97,1.01,453.97,274 B,460 B,734 B,510 B,473 B
12M 2015,0.90,582.71,0.90,581.92,241 B,407 B,648 B,232 B,672 B
12M 2016,0.96,653.48,0.96,652.92,27 B,242 B,269 B,(23 B),867 B
12M 2017,1.11,628.72,1.11,628.39,135 B,,135 B,(148 B),755 B
12M 2018,1.40,747.60,1.40,747.45,72 B,72 B,145 B,(471 B),"1,059 B"
12M 2019,1.68,770.04,1.68,769.89,70 B,,70 B,(268 B),"1,101 B"
12M 2020,1.58,824.51,1.58,824.41,4 B,1 B,5 B,(665 B),"1,374 B"
12M 2021,1.92,909.65,1.92,909.60,3 B,7 B,10 B,"(1,252 B)","1,633 B"
12M 2022,1.51,1050.15,1.52,1046.41,3 B,5 B,8 B,"(1,535 B)","1,910 B"
12M 2023,1.53,1122.39,1.55,1112.56,331 B,258 B,589 B,(557 B),"1,466 B"
12M 2024,1.27,1256.45,1.27,1249.81,201 B,171 B,372 B,(630 B),"1,759 B"
