Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.00,196.17,0.00,196.17,384 B,69 B,453 B,111 B,(330 B)
12M 2009,2.00,259.66,2.00,259.66,337 B,33 B,370 B,(18 B),(324 B)
12M 2010,9.17,316.19,9.17,316.19,563 B,289 B,852 B,418 B,(610 B)
12M 2011,9.28,425.58,9.28,425.58,710 B,291 B,"1,001 B",416 B,(518 B)
12M 2012,6.47,811.77,6.47,811.77,885 B,121 B,"1,005 B",79 B,2 B
12M 2013,7.22,62.37,7.22,62.37,"2,499 B","1,036 B","3,536 B","2,931 B","(1,251 B)"
12M 2014,6.66,75.12,6.66,75.12,"2,900 B","2,013 B","4,913 B","4,395 B",(729 B)
12M 2015,5.09,113.84,5.09,113.84,"1,204 B","2,775 B","3,979 B","3,214 B",715 B
12M 2016,5.05,123.72,5.05,123.72,"4,709 B","2,024 B","6,733 B","5,796 B","(1,187 B)"
12M 2017,4.96,123.01,4.96,123.01,"5,380 B","2,478 B","7,858 B","6,911 B","(1,512 B)"
12M 2018,6.63,141.04,6.63,141.04,"1,490 B","4,113 B","5,604 B","3,533 B","1,664 B"
12M 2019,5.46,161.28,5.46,161.28,"2,604 B","2,607 B","5,211 B","1,313 B","1,615 B"
12M 2020,4.48,178.74,4.48,178.74,"2,905 B","1,947 B","4,852 B",975 B,"(1,768 B)"
12M 2021,5.74,211.70,5.74,211.70,"2,080 B",987 B,"3,067 B",(202 B),"(2,164 B)"
12M 2022,9.81,270.24,9.81,270.24,"1,880 B","1,177 B","3,057 B",(762 B),"(1,725 B)"
12M 2023,8.41,348.55,8.41,348.55,"1,255 B",606 B,"1,861 B","(2,213 B)",63 B
12M 2024,7.23,394.41,7.23,394.41,977 B,896 B,"1,874 B","(2,972 B)",872 B
