Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Aset Tetap,Goodwill,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Pembelian Kendaraan,Utang Obligasi,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pembelian Kendaraan,Utang Obligasi,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2017,,,237766000000.000000,208990000000.000000,61866000000.000000,147124000000.000000,208990000000.000000,61307000000.000000,33058000000.000000,28249000000.000000,61307000000.000000,1301254000000.000000,338377000000.000000,2147694000000.000000,,31091000000.000000,455410000000.000000,,161187000000.000000,647688000000.000000,2795382000000.000000,,,576114000000.000000,25000000000.000000,,4440000000.000000,213868000000.000000,218308000000.000000,,11866000000.000000,152807000000.000000,164673000000.000000,48670000000.000000,110200000000.000000,,1657000000.000000,,,1657000000.000000,7606000000.000000,576114000000.000000,1237664000000.000000,,2878000000.000000,1095396000000.000000,,1098274000000.000000,1416000000.000000,137974000000.000000,1237664000000.000000,1813778000000.000000,,238000000000.000000,-99888000000.000000,841984000000.000000,5000000000.000000,836984000000.000000,841984000000.000000,4000000.000000,1504000000.000000,981604000000.000000,2795382000000.000000,238000.000000
12M 2018,,,467205000000.000000,174978000000.000000,31315000000.000000,143663000000.000000,174978000000.000000,117637000000.000000,97882000000.000000,19755000000.000000,117637000000.000000,1626662000000.000000,454663000000.000000,2841145000000.000000,,23499000000.000000,596025000000.000000,,184474000000.000000,803998000000.000000,3645143000000.000000,,,1152314000000.000000,,,2331000000.000000,298811000000.000000,301142000000.000000,,3934000000.000000,144902000000.000000,148836000000.000000,53356000000.000000,157212000000.000000,,2137000000.000000,468906000000.000000,,471043000000.000000,20725000000.000000,1152314000000.000000,157523000000.000000,,2107000000.000000,,,2107000000.000000,1719000000.000000,153697000000.000000,157523000000.000000,1309837000000.000000,,285040000000.000000,840912000000.000000,1195395000000.000000,5000000000.000000,1190395000000.000000,1195395000000.000000,2412000000.000000,11547000000.000000,2335306000000.000000,3645143000000.000000,2850400000.000000
12M 2019,,,535223000000.000000,186774000000.000000,56289000000.000000,130485000000.000000,186774000000.000000,55940000000.000000,28332000000.000000,27608000000.000000,55940000000.000000,1769857000000.000000,517727000000.000000,3065521000000.000000,,16620000000.000000,761951000000.000000,,221539000000.000000,1000110000000.000000,4065631000000.000000,,,845941000000.000000,,,671000000.000000,403613000000.000000,404284000000.000000,,7006000000.000000,182979000000.000000,189985000000.000000,40960000000.000000,194992000000.000000,,2361000000.000000,,,2361000000.000000,13359000000.000000,845941000000.000000,202646000000.000000,,1799000000.000000,,,1799000000.000000,3251000000.000000,197596000000.000000,202646000000.000000,1048587000000.000000,,285040000000.000000,840912000000.000000,1888572000000.000000,5000000000.000000,1883572000000.000000,1888572000000.000000,2507000000.000000,13000000.000000,3017044000000.000000,4065631000000.000000,2850400000.000000
12M 2020,,,599348000000.000000,255090000000.000000,57970000000.000000,197120000000.000000,255090000000.000000,35947000000.000000,12294000000.000000,23653000000.000000,35947000000.000000,2278434000000.000000,234213000000.000000,3403032000000.000000,,45654000000.000000,728317000000.000000,79437000000.000000,1125602000000.000000,1979010000000.000000,5382042000000.000000,,,1824206000000.000000,493256000000.000000,,5406000000.000000,472151000000.000000,477557000000.000000,,25080000000.000000,275603000000.000000,300683000000.000000,42778000000.000000,111090000000.000000,,1932000000.000000,,388070000000.000000,390002000000.000000,8840000000.000000,1824206000000.000000,568709000000.000000,,1208000000.000000,,348998000000.000000,350206000000.000000,907000000.000000,217596000000.000000,568709000000.000000,2392915000000.000000,,285040000000.000000,825655000000.000000,1854269000000.000000,5000000000.000000,1849269000000.000000,1854269000000.000000,13335000000.000000,10828000000.000000,2989127000000.000000,5382042000000.000000,2850400000.000000
12M 2021,,,662414000000.000000,285438000000.000000,47381000000.000000,238057000000.000000,285438000000.000000,31081000000.000000,1865000000.000000,29216000000.000000,31081000000.000000,2278559000000.000000,246084000000.000000,3503576000000.000000,,53495000000.000000,653306000000.000000,79437000000.000000,1029383000000.000000,1815621000000.000000,5319197000000.000000,,,1584602000000.000000,62246000000.000000,,4213000000.000000,514593000000.000000,518806000000.000000,,23194000000.000000,220819000000.000000,244013000000.000000,146218000000.000000,202561000000.000000,,1165000000.000000,,392426000000.000000,393591000000.000000,17167000000.000000,1584602000000.000000,503680000000.000000,,44000000.000000,,317770000000.000000,317814000000.000000,323000000.000000,185543000000.000000,503680000000.000000,2088282000000.000000,,285040000000.000000,825655000000.000000,2111657000000.000000,5000000000.000000,2106657000000.000000,2111657000000.000000,-122000000.000000,8685000000.000000,3230915000000.000000,5319197000000.000000,2850400000.000000
12M 2022,,,1341637000000.000000,401373000000.000000,44049000000.000000,357324000000.000000,401373000000.000000,45489000000.000000,3627000000.000000,41862000000.000000,45489000000.000000,2733298000000.000000,312606000000.000000,4834403000000.000000,,49235000000.000000,879842000000.000000,79437000000.000000,1591370000000.000000,2599884000000.000000,7434287000000.000000,,,2145712000000.000000,98679000000.000000,,14746000000.000000,653328000000.000000,668074000000.000000,,28105000000.000000,297794000000.000000,325899000000.000000,114586000000.000000,353614000000.000000,,620000000.000000,,568148000000.000000,568768000000.000000,16092000000.000000,2145712000000.000000,803101000000.000000,,1073000000.000000,,611835000000.000000,612908000000.000000,1483000000.000000,188710000000.000000,803101000000.000000,2948813000000.000000,,285040000000.000000,825655000000.000000,3301331000000.000000,5000000000.000000,3296331000000.000000,3301331000000.000000,15018000000.000000,58430000000.000000,4485474000000.000000,7434287000000.000000,2850400000.000000
12M 2023,,,1099244000000.000000,509566000000.000000,54547000000.000000,455019000000.000000,509566000000.000000,99765000000.000000,7879000000.000000,91886000000.000000,99765000000.000000,4314827000000.000000,418787000000.000000,6442189000000.000000,,41789000000.000000,1813840000000.000000,110729000000.000000,2395033000000.000000,4361391000000.000000,10803580000000.000000,,,3663650000000.000000,730805000000.000000,,354000000.000000,906583000000.000000,906937000000.000000,,45113000000.000000,546194000000.000000,591307000000.000000,114976000000.000000,530202000000.000000,,2422000000.000000,,769685000000.000000,772107000000.000000,17316000000.000000,3663650000000.000000,1262575000000.000000,,4752000000.000000,,966109000000.000000,970861000000.000000,34424000000.000000,257290000000.000000,1262575000000.000000,4926225000000.000000,,285040000000.000000,825655000000.000000,4563493000000.000000,10000000000.000000,4553493000000.000000,4563493000000.000000,178699000000.000000,24468000000.000000,5877355000000.000000,10803580000000.000000,28504000000.000000
12M 2024,,,1040624000000.000000,395731000000.000000,13663000000.000000,382068000000.000000,395731000000.000000,114660000000.000000,6567000000.000000,108093000000.000000,114660000000.000000,5189066000000.000000,355211000000.000000,7095292000000.000000,,59489000000.000000,2631765000000.000000,88215000000.000000,2964459000000.000000,5743928000000.000000,12839220000000.000000,,,4094055000000.000000,492139000000.000000,,2379000000.000000,1368184000000.000000,1370563000000.000000,,63889000000.000000,556995000000.000000,620884000000.000000,84408000000.000000,607899000000.000000,,5300000000.000000,,895725000000.000000,901025000000.000000,17137000000.000000,4094055000000.000000,1625411000000.000000,,4767000000.000000,,1220948000000.000000,1225715000000.000000,86551000000.000000,313145000000.000000,1625411000000.000000,5719466000000.000000,,285040000000.000000,825655000000.000000,5774971000000.000000,15000000000.000000,5759971000000.000000,5774971000000.000000,159152000000.000000,74936000000.000000,7119754000000.000000,12839220000000.000000,28504000000.000000
