Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Laba (Rugi) Selisih Kurs,Laba (Rugi) Atas Penjualan Aset Tetap,Keuntungan (Rugi) Atas Transaksi Derivatif,Pendapatan Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2017,5076181000000.0,-2798053000000.0,2278128000000.0,-1662563000000.0,-1443135000000.0,-219428000000.0,-1662563000000.0,615565000000.0,-171786000000.0,-108673000000.0,3047000000.0,-2105000000.0,-787000000.0,5011000000.0,-68279000000.0,-171786000000.0,443779000000.0,-151187000000.0,292592000000.0,-7931000000.0,284661000000.0,292592000000.0,292593000000.0,-1000000.0,292592000000.0,284661000000.0,284662000000.0,-1000000.0,284661000000.0
12M 2018,6245547000000.0,-3417869000000.0,2827678000000.0,-1961042000000.0,-1737799000000.0,-223243000000.0,-1961042000000.0,866636000000.0,-280864000000.0,-313212000000.0,-2030000000.0,-10708000000.0,996000000.0,13311000000.0,30779000000.0,-280864000000.0,585772000000.0,-232451000000.0,353321000000.0,10043000000.0,363364000000.0,353321000000.0,353411000000.0,-90000000.0,353321000000.0,363364000000.0,363454000000.0,-90000000.0,363364000000.0
12M 2019,7447321000000.0,-4117564000000.0,3329757000000.0,-2355670000000.0,-2093551000000.0,-262119000000.0,-2355670000000.0,974087000000.0,-16416000000.0,-20820000000.0,-3362000000.0,-9645000000.0,-7632000000.0,10209000000.0,14834000000.0,-16416000000.0,957671000000.0,-264400000000.0,693271000000.0,-11533000000.0,681738000000.0,693271000000.0,693177000000.0,94000000.0,693271000000.0,681738000000.0,681643000000.0,95000000.0,681738000000.0
12M 2020,4781480000000.0,-2869439000000.0,1912041000000.0,-1832004000000.0,-1575954000000.0,-256050000000.0,-1832004000000.0,80037000000.0,-89111000000.0,-97268000000.0,25805000000.0,-21727000000.0,4962000000.0,16513000000.0,-17396000000.0,-89111000000.0,-9074000000.0,13412000000.0,4338000000.0,10418000000.0,14756000000.0,4338000000.0,2078000000.0,2260000000.0,4338000000.0,14756000000.0,12902000000.0,1854000000.0,14756000000.0
12M 2021,6042002000000.0,-3455042000000.0,2586960000000.0,-2107490000000.0,-1783980000000.0,-323510000000.0,-2107490000000.0,479470000000.0,-135456000000.0,-81709000000.0,-4596000000.0,-19320000000.0,27000000.0,6133000000.0,-35991000000.0,-135456000000.0,344014000000.0,-113619000000.0,230395000000.0,-2323000000.0,228072000000.0,230395000000.0,257388000000.0,-26993000000.0,230395000000.0,228072000000.0,255245000000.0,-27173000000.0,228072000000.0
12M 2022,9801240000000.000000,-5111028000000.000000,4690212000000.000000,-3116080000000.000000,-2680626000000.000000,-435454000000.000000,-3116080000000.000000,1574132000000.000000,-37100000000.000000,-68271000000.000000,-17616000000.000000,-12162000000.000000,,13410000000.000000,47539000000.000000,-37100000000.000000,1537032000000.000000,-363608000000.000000,1173424000000.000000,60360000000.000000,1233784000000.000000,1173424000000.000000,1174747000000.000000,-1323000000.000000,1173424000000.000000,1233784000000.000000,1233726000000.000000,58000000.000000,1233784000000.000000
12M 2023,13558595000000.000000,-6961330000000.000000,6597265000000.000000,-4564095000000.000000,-3843337000000.000000,-720758000000.000000,-4564095000000.000000,2033170000000.000000,-165224000000.000000,-123814000000.000000,3772000000.000000,-21437000000.000000,,10295000000.000000,-34040000000.000000,-165224000000.000000,1867946000000.000000,-484244000000.000000,1383702000000.000000,13024000000.000000,1396726000000.000000,1383702000000.000000,1388473000000.000000,-4771000000.000000,1383702000000.000000,1396726000000.000000,1401920000000.000000,-5194000000.000000,1396726000000.000000
12M 2024,17184426000000.000000,-9262115000000.000000,7922311000000.000000,-5767415000000.000000,-4896859000000.000000,-870556000000.000000,-5767415000000.000000,2154896000000.000000,-297090000000.000000,-200246000000.000000,-28861000000.000000,-20410000000.000000,,17246000000.000000,-64819000000.000000,-297090000000.000000,1857806000000.000000,-519354000000.000000,1338452000000.000000,54712000000.000000,1393164000000.000000,1338452000000.000000,1353998000000.000000,-15546000000.000000,1338452000000.000000,1393164000000.000000,1408315000000.000000,-15151000000.000000,1393164000000.000000
