Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2017,501 B,(169 B),332 B,1393907.56
12M 2018,544 B,(275 B),269 B,94.31
12M 2019,824 B,(285 B),539 B,188.93
12M 2020,23 B,(106 B),(84 B),-29.34
12M 2021,884 B,(112 B),772 B,270.74
12M 2022,"1,646 B",(375 B),"1,271 B",445.78
12M 2023,"1,282 B",(833 B),449 B,15.76
12M 2024,"2,874 B",(996 B),"1,878 B",65.89
