Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Others,Total Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2019,5869644168.000000,-3323490226.000000,2546153942.000000,-2276345992.000000,-2276345992.000000,-2276345992.000000,269807950.000000,383754.000000,4766436.000000,,-4382682.000000,383754.000000,270191704.000000,-26767648.000000,-78417825.000000,51650177.000000,-26767648.000000,243424056.000000,-4922353.000000,,-4922353.000000,238501703.000000,243424056.000000,243424056.000000,,243424056.000000,238501703.000000,238501703.000000,,238501703.000000
12M 2020,7379407762.000000,-4740071903.000000,2639335859.000000,-2363702506.000000,-2363702506.000000,-2363702506.000000,275633353.000000,-56452575.000000,11754223.000000,-21829571.000000,-46377227.000000,-56452575.000000,219180778.000000,-33427354.000000,-54965967.000000,21538613.000000,-33427354.000000,185753424.000000,155312536.000000,,155312536.000000,341065960.000000,185753424.000000,185753424.000000,,185753424.000000,341065960.000000,341065960.000000,,341065960.000000
12M 2021,7598434701.000000,-4293195695.000000,3305239006.000000,-2634721105.000000,-2634721105.000000,-2634721105.000000,670517901.000000,-32251377.000000,36110362.000000,-14528090.000000,-53833649.000000,-32251377.000000,638266524.000000,-99140217.000000,-108616837.000000,9476620.000000,-99140217.000000,539126307.000000,60728313.000000,,60728313.000000,599854620.000000,539126307.000000,539126307.000000,,539126307.000000,599854620.000000,599854620.000000,,599854620.000000
12M 2022,161800639510.0,-155449464915.0,6351174595.0,-4014556751.0,-4014556751.0,-4014556751.0,2336617844.0,2252293923.0,47799451.0,-5838620.0,2210333092.0,2252293923.0,4588911767.0,-526776432.0,-504440858.0,-22335574.0,-526776432.0,4062135335.0,-151330610.0,-151330610.0,-151330610.0,3910804725.0,4062135335.0,4067772621.0,-5637286.0,4062135335.0,3910804725.0,3916443878.0,-5639153.0,3910804725.0
12M 2023,248810884330.0,-244843281720.0,3967602610.0,-6575554817.0,-6575554817.0,-6575554817.0,-2607952207.0,-32732004.0,357154190.0,-14399319.0,-375486875.0,-32732004.0,-2640684211.0,319507741.0,-378780160.0,698287901.0,319507741.0,-2321176470.0,-132771011.0,-132771011.0,-132771011.0,-2453947481.0,-2321176470.0,-2322011728.0,835258.0,-2321176470.0,-2453947481.0,-2454782404.0,834923.0,-2453947481.0
12M 2024,841598245742.0,-836702402623.0,4895843119.0,-4942206136.0,-4942206136.0,-4942206136.0,-46363017.0,-530233544.0,684864628.0,-7792983.0,-1207305189.0,-530233544.0,-576596561.0,36588062.0,-385798820.0,422386882.0,36588062.0,-540008499.0,75103302.0,75103302.0,75103302.0,-464905197.0,-540008499.0,-541067228.0,1058729.0,-540008499.0,-464905197.0,-465963937.0,1058740.0,-464905197.0
