Period,Aset,Aset Lancar,Kas Dan Setara Kas,Investasi Jangka Pendek,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Aset Tetap,Aset Tak Berwujud,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2019,,,2960601212.000000,,,,,,811704059.000000,,273678383.000000,4045983654.000000,,106697439.000000,195809406.000000,624775000.000000,,927281845.000000,4973265499.000000,,,197039172.000000,,,,,197039172.000000,,,,,,197039172.000000,426789754.000000,,,,426789754.000000,426789754.000000,623828926.000000,,1000000000.000000,,3260946374.000000,,,3260946374.000000,122500000.000000,-34009801.000000,4349436573.000000,4973265499.000000,10000.000000
12M 2020,,,4047775056.000000,,,,,,138749994.000000,,400308619.000000,4586833669.000000,,82685860.000000,255680433.000000,420175000.000000,161891286.000000,920432579.000000,5507266248.000000,,,374671100.000000,,,,,289461190.000000,,,85209910.000000,85209910.000000,,374671100.000000,452526193.000000,,93899380.000000,93899380.000000,358626813.000000,452526193.000000,827197293.000000,,1000000000.000000,,3436266220.000000,,,3436266220.000000,122500000.000000,121302735.000000,4680068955.000000,5507266248.000000,10000.000000
12M 2021,,,3573208112.000000,,,,,,9074985.000000,,1188749386.000000,4771032483.000000,,75033981.000000,248069278.000000,1088918035.000000,87172231.000000,1499193525.000000,6270226008.000000,,,680900532.000000,,,,,562066652.000000,,,118833880.000000,118833880.000000,,680900532.000000,309401901.000000,,,,309401901.000000,309401901.000000,990302433.000000,,1000000000.000000,,3975392527.000000,,,3975392527.000000,122500000.000000,182031048.000000,5279923575.000000,6270226008.000000,10000.000000
12M 2022,,,6888199837.000000,,,,,,13300000.000000,58416126157.000000,8016816317.000000,73334442311.000000,,95864641.000000,216229813.000000,889943035.000000,12453176.000000,1214490665.000000,74548932976.000000,,,5953734698.000000,,,,,644257356.000000,1275463462.000000,,,,4034013880.000000,5953734698.000000,423267041.000000,,,,423267041.000000,423267041.000000,6377001739.000000,,60000000000.000000,,8043165148.000000,1000000000.000000,7043165148.000000,8043165148.000000,98063784.000000,30702305.000000,68171931237.000000,74548932976.000000,4000000000.000000
12M 2023,,,2817439650.000000,26000000000.000000,276813972.000000,8060623.000000,268753349.000000,276813972.000000,53251759.000000,118016549754.000000,10868435404.000000,158032490539.000000,,831600776.000000,220428473.000000,8740853814.000000,175235152.000000,9968118215.000000,168000608754.000000,,,3202282607.000000,,,,,79387706.000000,225000000.000000,,208143147.000000,208143147.000000,2689751754.000000,3202282607.000000,752514280.000000,,,,752514280.000000,752514280.000000,3954796887.000000,,75005148315.000000,83322679796.000000,5721153420.000000,3500000000.000000,2221153420.000000,5721153420.000000,98898707.000000,-102068371.000000,164045811867.000000,168000608754.000000,5000343221.000000
12M 2024,,,2719353643.000000,26000000000.000000,92829800.000000,,92829800.000000,92829800.000000,16767741.000000,114885834983.000000,14188960291.000000,157903746458.000000,,1232804676.000000,128719021.000000,8113978814.000000,20814988.000000,9496317499.000000,167400063957.000000,,,3141203732.000000,,,,201516201.000000,287524644.000000,190000000.000000,,30354099.000000,30354099.000000,2431808788.000000,3141203732.000000,676974850.000000,,,,676974850.000000,676974850.000000,3818178582.000000,,75005309640.000000,83323497176.000000,5180086192.000000,3500000000.000000,1680086192.000000,5180086192.000000,99957447.000000,-26965080.000000,163581885375.000000,167400063957.000000,5000353976.000000
