Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2019,20.53,20.53,0.0,1.18,0.0,0.0,-0.7,0.0,0.15
12M 2020,12.24,12.24,0.0,1.21,0.0,0.0,-0.89,0.0,0.18
12M 2021,7.01,7.01,0.0,1.22,0.0,0.0,-0.69,0.0,0.19
12M 2022,12.32,2.51,0.0,1.1,0.0,0.0,-0.1,0.0,0.09
12M 2023,49.35,12.5,0.0,1.02,0.0,0.0,-0.02,0.0,0.02
12M 2024,50.27,13.69,0.0,1.02,0.0,0.0,-0.02,0.0,0.02
