Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2019,0.00 B,24342.41,0.00,0.00,0.52 B,4.89%,5.76%,11.30%,
12M 2020,0.00 B,18575.34,0.00,0.00,0.64 B,3.37%,4.08%,5.56%,12.63
12M 2021,0.00 B,53912.63,0.00,0.00,1.04 B,8.60%,10.45%,12.51%,46.15
12M 2022,4.00 B,1.02,0.00,0.00,2.72 B,5.46%,5.98%,6.30%,400.20
12M 2023,5.00 B,-0.46,-108.70,1.00,(2.02 B),-1.38%,-1.42%,-2.23%,-181.12
12M 2024,5.00 B,-0.11,-281.82,0.18,0.83 B,-0.32%,-0.33%,-0.03%,-5.95
