Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2015,30 B,(62 B),(32 B),-270345.24
12M 2016,102 B,(163 B),(61 B),-34.81
12M 2017,78 B,(198 B),(120 B),-54.46
12M 2018,132 B,(181 B),(49 B),-4.06
12M 2019,198 B,(434 B),(235 B),-19.62
12M 2020,227 B,(172 B),54 B,4.54
12M 2021,305 B,(158 B),147 B,12.23
12M 2022,255 B,(346 B),(92 B),-7.63
12M 2023,488 B,(364 B),124 B,10.32
12M 2024,553 B,(581 B),(28 B),-2.36
