Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2018,0.00,0.00,0.00,0.00,,,,,
12M 2019,0.00,2922.25,0.00,2899.49,78 B,,78 B,64 B,20 B
12M 2020,0.00,3031.40,0.00,3010.80,35 B,,35 B,19 B,33 B
12M 2021,0.00,3275.54,0.00,3257.29,33 B,,33 B,(3 B),45 B
12M 2022,5.66,44.85,5.67,44.77,94 B,0 B,94 B,(26 B),116 B
12M 2023,1.18,42.54,1.23,40.63,71 B,0 B,71 B,26 B,97 B
12M 2024,0.38,37.31,0.38,36.73,45 B,0 B,,27 B,86 B
