Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Investasi Pada Entitas Asosiasi,Aset Pajak Tangguhan,Aset Tetap,Aset Tak Berwujud,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Beban Akrual,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Utang Pembiayaan Konsumen,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12M 2019,,,14333374807.000000,126481337069.000000,27856188726.000000,98625148343.000000,126481337069.000000,1953461123.000000,1953461123.000000,1953461123.000000,109398613.000000,21919547589.000000,164797119201.000000,,409918292.000000,2958382871.000000,34742431305.000000,341538361.000000,,38452270829.000000,203249390030.000000,,,145133058899.000000,,,13353604943.000000,934904220.000000,14288509163.000000,24295394213.000000,15134149873.000000,,,8450000000.000000,4423120149.000000,12873120149.000000,78460218837.000000,,91333338986.000000,81666664.000000,145133058899.000000,14282512194.000000,,,6000000000.000000,1054720858.000000,7054720858.000000,,7227791336.000000,14282512194.000000,14282512194.000000,159415571093.000000,,15000000000.000000,918964899.000000,27914854038.000000,,27914854038.000000,27914854038.000000,43833818937.000000,203249390030.000000,15000000.000000
12M 2020,,,16726142518.000000,146533996597.000000,30686979074.000000,115847017523.000000,146533996597.000000,674746118.000000,674746118.000000,674746118.000000,106848522.000000,13946547924.000000,177988281679.000000,,371483849.000000,2587280865.000000,32725096410.000000,308893110.000000,,35992754234.000000,213981035913.000000,,,144677032809.000000,,,41955622134.000000,2940359845.000000,44895981979.000000,16357730088.000000,37595508612.000000,,,8059000000.000000,2386221273.000000,10445221273.000000,35335924197.000000,,45781145470.000000,46666660.000000,144677032809.000000,23833039954.000000,,,6750000000.000000,8701164428.000000,15451164428.000000,,8381875526.000000,23833039954.000000,23833039954.000000,168510072763.000000,,15000000000.000000,918964899.000000,29551998251.000000,,29551998251.000000,29551998251.000000,45470963150.000000,213981035913.000000,15000000.000000
12M 2021,,,36102756144.000000,112089878691.000000,12337417282.000000,99752461409.000000,112089878691.000000,710768399.000000,710768399.000000,710768399.000000,130884022.000000,15170574226.000000,164204861482.000000,,587135466.000000,1607679568.000000,32820127382.000000,273718103.000000,,35288660519.000000,199493522001.000000,,,119460500809.000000,33419455391.000000,,19351895931.000000,427495.000000,19352323426.000000,23065010370.000000,33790229330.000000,,,7950000000.000000,1874815636.000000,9824815636.000000,,,9824815636.000000,8666656.000000,119460500809.000000,30899978905.000000,,,19450000000.000000,5932664605.000000,25382664605.000000,,5517314300.000000,30899978905.000000,30899978905.000000,150360479714.000000,,15000000000.000000,918964899.000000,33214077388.000000,,33214077388.000000,33214077388.000000,49133042287.000000,199493522001.000000,15000000.000000
12M 2022,,,119937028465.000000,155094093438.000000,9423675651.000000,145670417787.000000,155094093438.000000,261851030.000000,261851030.000000,261851030.000000,,18888124792.000000,294181097725.000000,,835207777.000000,1768230433.000000,34611778604.000000,262879729.000000,28365499900.000000,65843596443.000000,360024694168.000000,,,178558155570.000000,94034534191.000000,,29845710331.000000,223872136.000000,30069582467.000000,18930156343.000000,34771864044.000000,,,,464598978.000000,464598978.000000,,91179966.000000,555778944.000000,196239581.000000,178558155570.000000,40178613002.000000,,,26300000000.000000,9349999998.000000,35649999998.000000,259324767.000000,4269288237.000000,40178613002.000000,40178613002.000000,218736768572.000000,,63000000000.000000,68772795627.000000,9515129969.000000,2385778095.000000,7129351874.000000,9515129969.000000,141287925596.000000,360024694168.000000,3150000000.000000
12M 2023,,,44964771800.000000,167462034776.000000,6746416325.000000,160715618451.000000,167462034776.000000,10184846602.000000,10184846602.000000,10184846602.000000,,16206299657.000000,238817952835.000000,,1121400691.000000,2538562945.000000,63525009328.000000,6034629463.000000,,73219602427.000000,312037555262.000000,,,142314084788.000000,71097050779.000000,,11516202202.000000,2132442281.000000,13648644483.000000,15224912431.000000,41332977843.000000,,,,803805861.000000,803805861.000000,,126328814.000000,930134675.000000,80364577.000000,142314084788.000000,35716940974.000000,,,24375000000.000000,5849999998.000000,30224999998.000000,156781722.000000,5335159254.000000,35716940974.000000,35716940974.000000,178031025762.000000,,63000000000.000000,68772795627.000000,2233733873.000000,3951507095.000000,-1717773222.000000,2233733873.000000,134006529500.000000,312037555262.000000,3150000000.000000
12M 2024,,,18041086770.000000,134690110613.000000,8241909594.000000,126448201019.000000,134690110613.000000,15129860365.000000,15129860365.000000,15129860365.000000,,14839208860.000000,182700266608.000000,,1286483588.000000,2067327811.000000,54266080579.000000,1828970129.000000,,59448862107.000000,242149128715.000000,,,96253835512.000000,45009276348.000000,,11988761610.000000,2107437419.000000,14096199029.000000,15607466736.000000,20990285507.000000,,,,281645562.000000,281645562.000000,,132629007.000000,414274569.000000,136333323.000000,96253835512.000000,28379616314.000000,,,23075000000.000000,,23075000000.000000,18431722.000000,5286184592.000000,28379616314.000000,28379616314.000000,124633451826.000000,,63000000000.000000,68772795627.000000,-14257118738.000000,3951507095.000000,-18208625833.000000,-14257118738.000000,117515676889.000000,242149128715.000000,3150000000.000000
