Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,,,,0.00
12M 2019,11 B,(4 B),8 B,507.40
12M 2020,48 B,(1 B),47 B,3145.91
12M 2021,12 B,(3 B),9 B,613.06
12M 2022,(30 B),(4 B),(35 B),-11.04
12M 2023,(33 B),(15 B),(48 B),-15.39
12M 2024,(48 B),(2 B),(50 B),-15.73
