Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,2.88,527.81,2.88,527.81,351 B,"1,482 B","1,834 B","1,665 B",569 B
12M 2009,2.50,639.49,2.50,639.49,237 B,"1,220 B","1,457 B","1,288 B",604 B
12M 2010,3.93,730.70,3.93,730.70,"1,159 B",836 B,"1,995 B","1,825 B",(230 B)
12M 2011,6.02,727.11,6.02,727.11,404 B,"1,835 B","2,238 B","2,196 B",277 B
12M 2012,3.50,729.25,3.54,720.02,"2,110 B",439 B,"2,548 B","2,475 B","(1,198 B)"
12M 2013,3.22,628.73,3.26,620.70,632 B,"2,440 B","3,071 B","2,991 B",550 B
12M 2014,2.49,663.74,2.51,657.81,522 B,"1,672 B","2,194 B","2,133 B",(43 B)
12M 2015,1.05,986.87,1.06,983.06,934 B,"2,565 B","3,498 B","3,434 B",109 B
12M 2016,3.22,1274.65,3.22,1272.53,"1,002 B","3,020 B","4,023 B","3,799 B",151 B
12M 2017,4.07,1327.06,4.07,1326.40,"2,364 B","1,824 B","4,188 B","3,901 B",(969 B)
12M 2018,4.49,1730.64,4.49,1729.96,"1,272 B","2,945 B","4,217 B","3,862 B",520 B
12M 2019,4.07,1893.79,4.07,1893.19,"2,667 B","1,582 B","4,249 B","4,148 B","(1,110 B)"
12M 2020,4.04,1849.56,4.04,1848.22,"2,522 B","2,822 B","5,344 B","5,242 B",(651 B)
12M 2021,3.67,2068.42,3.68,2067.08,"4,044 B","2,293 B","6,336 B","6,191 B",(883 B)
12M 2022,2.89,2022.47,2.90,2020.52,"4,232 B","1,830 B","6,062 B","5,977 B","(1,804 B)"
12M 2023,3.29,1760.89,3.30,1758.86,"5,111 B","1,250 B","6,360 B","6,285 B","(3,311 B)"
12M 2024,3.60,1340.36,3.61,1338.60,"5,630 B","1,728 B","7,358 B","7,286 B","(4,175 B)"
