Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Dari Pelanggan,Penerimaan Dari Penghasilan Keuangan,Pembayaran Untuk Beban Keuangan,Pembayaran Kepada Pemasok,Pembayaran Kepada Karyawan,Pembayaran Untuk Pajak Penghasilan Badan,Pembayaran Untuk Aktivitas Operasi Lainnya,Adjustment,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Penjualan Properti Investasi,Penjualan Aset Tetap,Perolehan Aset Tetap,Penambahan Aset Keuangan Lancar Lainnya,Pengurangan Aset Keuangan Lancar Lainnya,Pembayaran Utang Pembelian Aset Tetap,Uang Muka Untuk Perolehan Aset Tetap,Akuisisi Bisnis,Investasi,Penambahan Properti Investasi,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Penambahan Utang Bank Jangka Panjang,Pembayaran Utang Bank Jangka Panjang,Penerimaan Dari Utang Bank,Pembayaran Kepada Pihak Berelasi,Pembayaran Beban Emisi Saham Ditangguhkan,Pembayaran Utang Pembiayaan Konsumen,Pembayaran Utang Lain-Lain,Penerimaan Dari Utang Lain-Lain,Penambahan Modal Saham,Tambahan Setoran Modal,Tambahan Modal Disetor Dari Penawaran Umum Perdana Saham,Pembayaran Biaya Emisi Saham,Penerbitan Saham Melalui Pelaksanaan Warran,Penerimaan Dari Pihak Berelasi,Penerimaan Bunga,Akuisisi Entitas Anak,Penerimaan (Pembayaran) Kas Lainnya,Total Arus Kas Dari Aktivitas Pendanaan,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Kas Dan Setara Kas Akhir Periode
12M 2018,-1593593472.000000,4041490326.000000,1172563.000000,-3322053430.000000,-688077735.000000,-709938517.000000,-133907844.000000,-782278835.000000,,-1593593472.000000,-15932963609.000000,,,-5481101609.000000,,,-9356862000.000000,,,,-1095000000.000000,-15932963609.000000,18343954894.000000,3000000000.000000,-16176221160.000000,,-1499999996.000000,,,,,18000000000.000000,,,,,15020176050.000000,,,,18343954894.000000,817397813.000000,134155788.000000,951553601.000000
12M 2019,1183996574.000000,8475656438.000000,4565242.000000,-1788702386.000000,-1709205538.000000,-1740101755.000000,-211262083.000000,-1846953344.000000,,1183996574.000000,3230056392.000000,7500000000.000000,,-3138439764.000000,,,-1020750000.000000,-110753844.000000,,,,3230056392.000000,-3398420314.000000,,-1446337576.000000,,-1249903002.000000,-569702949.000000,-132476787.000000,,,,,,,,,,,,-3398420314.000000,1015632652.000000,951553601.000000,1967186253.000000
12M 2020,4968646451.000000,8506908314.000000,1943855537.000000,-1904494336.000000,-900841410.000000,-1679466855.000000,-197948752.000000,-799366047.000000,,4968646451.000000,-140092500.000000,1251851852.000000,,-16600000.000000,,,-9500000.000000,-906353728.000000,,,-459490624.000000,-140092500.000000,18451916171.000000,,-1732311958.000000,,,,-1057020909.000000,,,20000000000.000000,,1241249038.000000,,,,,,,18451916171.000000,23280470122.000000,1967186253.000000,25247656375.000000
12M 2021,4849742342.000000,10154507602.000000,2486491141.000000,-2031370495.000000,-1007426754.000000,-1874486301.000000,-177591825.000000,-2700381026.000000,,4849742342.000000,-12135616738.000000,,471000000.000000,-37523900.000000,,,3100000.000000,-1097402838.000000,,,-11474790000.000000,-12135616738.000000,5432489213.000000,9150000000.000000,-2147207046.000000,,,,-1570303741.000000,,,,,,,,,,,,5432489213.000000,-1853385183.000000,25247656375.000000,23394271192.000000
12M 2022,6010276408.000000,43593833827.000000,2018846107.000000,-9802431297.000000,-8508623770.000000,-8657840932.000000,-1164441131.000000,-11469066396.000000,,6010276408.000000,8102569689.000000,13500000000.000000,,-3211109060.000000,,,-27088000.000000,-2159233251.000000,,,,8102569689.000000,-25484139025.000000,,-22925636101.000000,,,,-2531579824.000000,,,,,,,,,,-26923100.000000,,-25484139025.000000,-11371292928.000000,27649205114.000000,16277912186.000000
12M 2023,9804877869.000000,48882444542.000000,1828620134.000000,-9483080683.000000,-10034098412.000000,-10180339225.000000,-543437769.000000,-10665230718.000000,,9804877869.000000,-13174173231.000000,,579000000.000000,-13277368043.000000,,,,,,,-475805188.000000,-13174173231.000000,14656695345.000000,,-7227138566.000000,5077085344.000000,,,-2805592433.000000,,,,19612341000.000000,,,,,,,,14656695345.000000,11287399983.000000,16277912186.000000,27565312169.000000
12M 2024,5395739547.000000,53968250564.000000,1180203223.000000,-8218958349.000000,-8008998834.000000,-10806942106.000000,-1015530759.000000,-21702284192.000000,,5395739547.000000,-46874348210.000000,,96700000.000000,-41991103402.000000,-4750000000.000000,,,,,,-229944808.000000,-46874348210.000000,30821319356.000000,,-7905094013.000000,44438073374.000000,,,-5711660005.000000,,,,,,,,,,,,30821319356.000000,-10657289307.000000,18065312169.000000,7408022862.000000
