Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2018,0.00,783581.23,0.00,783581.23,1 B,13 B,15 B,14 B,(2 B)
12M 2019,0.00,83.11,0.00,83.11,2 B,12 B,14 B,12 B,(1 B)
12M 2020,1.39,93.08,1.39,93.08,3 B,10 B,14 B,(12 B),21 B
12M 2021,3.26,94.14,3.26,94.14,5 B,16 B,21 B,(2 B),18 B
12M 2022,2.99,64.25,2.99,64.25,9 B,81 B,91 B,74 B,3 B
12M 2023,1.22,85.37,1.22,85.37,16 B,73 B,89 B,62 B,6 B
12M 2024,0.91,84.93,0.91,84.93,41 B,87 B,128 B,121 B,(16 B)
