Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,(2 B),(7 B),(8 B),-189992.91
12M 2019,1 B,(3 B),(2 B),-4.80
12M 2020,5 B,(1 B),4 B,5.69
12M 2021,5 B,(13 B),(8 B),-12.32
12M 2022,6 B,(5 B),1 B,0.29
12M 2023,10 B,(14 B),(4 B),-1.77
12M 2024,5 B,(42 B),(37 B),-16.52
