Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Umum Dan Administrasi,Beban Pemasaran,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Laba (Rugi) Atas Penjualan Aset Tetap,Pendapatan Keuangan,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Others,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2018,4280529927.000000,-1975498225.000000,2305031702.000000,-2828207672.000000,-2431208533.000000,-25989221.000000,-371009918.000000,-2828207672.000000,-523175970.000000,-3512876573.000000,,1172563.000000,-3322053430.000000,-191995706.000000,-3512876573.000000,-4036052543.000000,74176967.000000,,,,74176967.000000,-3961875576.000000,7440033.000000,-3954435543.000000,-3961875576.000000,-3961875576.000000,,-3961875576.000000,-3954435543.000000,-3954435543.000000,,-3954435543.000000
12M 2019,8166969804.000000,-3365182235.000000,4801787569.000000,-4323878553.000000,-3646246203.000000,-64749094.000000,-612883256.000000,-4323878553.000000,477909016.000000,1467445676.000000,,4565242.000000,-1788702386.000000,3251582820.000000,1467445676.000000,1945354692.000000,27084341.000000,,,,27084341.000000,1972439033.000000,68729423.000000,2041168456.000000,1972439033.000000,1972439033.000000,,1972439033.000000,2041168456.000000,2041168456.000000,,2041168456.000000
12M 2020,8801596151.000000,-3150734056.000000,5650862095.000000,-4775151620.000000,-4178828371.000000,-63958693.000000,-532364556.000000,-4775151620.000000,875710475.000000,818995817.000000,,1943855537.000000,-1904494336.000000,779634616.000000,818995817.000000,1694706292.000000,24739452.000000,,,,24739452.000000,1719445744.000000,34299552.000000,1753745296.000000,1719445744.000000,1719445744.000000,,1719445744.000000,1753745296.000000,1753745296.000000,,1753745296.000000
12M 2021,10094053222.000000,-3958395409.000000,6135657813.000000,-6208787099.000000,-5452260283.000000,-95757674.000000,-660769142.000000,-6208787099.000000,-73129286.000000,654202451.000000,43477225.000000,2486491141.000000,-2031370495.000000,155604580.000000,654202451.000000,581073165.000000,61607586.000000,,,,61607586.000000,642680751.000000,22102752.000000,664783503.000000,642680751.000000,642680751.000000,,642680751.000000,664783503.000000,664783503.000000,,664783503.000000
12M 2022,43520658722.000000,-16399422580.000000,27121236142.000000,-25753282720.000000,-21440496669.000000,-574397612.000000,-3738388439.000000,-25753282720.000000,1367953422.000000,-1709261507.000000,144536458.000000,2018846107.000000,-9802431297.000000,5929787225.000000,-1709261507.000000,-341308085.000000,-291766697.000000,-315516276.000000,23749579.000000,,-291766697.000000,3168218736.000000,26825353.000000,3195044089.000000,3168218736.000000,3169489252.000000,-1270516.000000,3168218736.000000,3195044089.000000,3195044089.000000,,3195044089.000000
12M 2023,50503046594.0,-18857480448.0,31645566146.0,-25352805691.0,-20964006275.0,-765251443.0,-3623547973.0,-25352805691.0,6292760455.0,21761608364.0,294982910.0,1828653035.0,-9483080683.0,29121053102.0,21761608364.0,28054368819.0,-594191545.0,-417283714.0,120378384.0,-297286215.0,-594191545.0,27460177274.0,769573.0,27460946847.0,27460177274.0,27453098638.0,7078636.0,27460177274.0,27460946847.0,27453868211.0,7078636.0,27460946847.0
12M 2024,51129228058.000000,-20708538764.000000,30420689294.000000,-25054340410.000000,-20590448956.000000,-591477116.000000,-3872414338.000000,-25054340410.000000,5366348884.000000,-6047766893.000000,48391432.000000,1180203223.000000,-8218958349.000000,942596801.000000,-6047766893.000000,-681418009.000000,-282331672.000000,,20559885.000000,-302891557.000000,-282331672.000000,-963749681.000000,-6392648.000000,-970142329.000000,-963749681.000000,-958848638.000000,-4901043.000000,-963749681.000000,-970142329.000000,-965241286.000000,-4901043.000000,-970142329.000000
