Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,1.15,1676.04,1.15,1676.04,177 B,19 B,196 B,"(1,623 B)","4,193 B"
12M 2009,2.44,1495.95,2.44,1495.95,145 B,"1,410 B","1,555 B",(899 B),"5,097 B"
12M 2010,3.21,1520.02,3.21,1520.02,218 B,"1,264 B","1,481 B","(2,152 B)","4,988 B"
12M 2011,1.98,1614.56,1.98,1614.56,473 B,"2,309 B","2,782 B",(837 B),"5,456 B"
12M 2012,1.40,1675.29,1.40,1675.29,358 B,"2,127 B","2,486 B",820 B,"3,861 B"
12M 2013,1.26,2104.46,1.26,2104.46,477 B,"2,235 B","2,712 B",272 B,"4,740 B"
12M 2014,1.62,2235.39,1.62,2235.39,486 B,"1,824 B","2,310 B","(1,451 B)","5,139 B"
12M 2015,0.64,2546.15,0.64,2546.15,531 B,"1,515 B","2,046 B",(640 B),"6,228 B"
12M 2016,1.14,2480.75,1.14,2480.75,507 B,982 B,"1,489 B","(1,004 B)","6,277 B"
12M 2017,1.17,2480.67,1.17,2480.67,520 B,492 B,"1,012 B","(1,992 B)","6,337 B"
12M 2018,1.19,2745.30,1.19,2745.30,547 B,,547 B,"(3,814 B)","6,598 B"
12M 2019,1.34,2716.44,1.34,2716.44,52 B,,52 B,"(3,410 B)","6,280 B"
12M 2020,1.78,2868.00,1.78,2868.00,34 B,,34 B,"(5,449 B)","7,550 B"
12M 2021,1.51,3095.83,1.51,3095.83,18 B,,18 B,"(7,240 B)","9,540 B"
12M 2022,1.92,3695.08,1.92,3695.08,12 B,,12 B,"(9,874 B)","12,704 B"
12M 2023,1.08,3984.76,1.08,3984.76,32 B,75 B,108 B,"(10,681 B)","12,604 B"
12M 2024,0.86,4189.22,0.86,4189.22,28 B,100 B,128 B,"(10,772 B)","11,977 B"
