Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,"1,239 B",(396 B),843 B,189970.93
12M 2019,"1,785 B",(110 B),"1,675 B",377392.74
12M 2020,"1,617 B",(69 B),"1,548 B",279230.65
12M 2021,882 B,(18 B),864 B,50.46
12M 2022,"1,866 B",(0 B),"1,865 B",108.90
12M 2023,"2,073 B",(69 B),"2,004 B",117.01
12M 2024,"2,293 B",(5 B),"2,288 B",133.61
