Period,Aset,Aset Lancar,Kas Dan Setara Kas,Investasi Jangka Pendek,Piutang Usaha,Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Properti Investasi,Aset Tetap,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,389923099.000000,3000000000.000000,,5840000000.000000,2519038702.000000,54131658026.000000,65880619827.000000,,6785927766.000000,500596826.000000,64392014.000000,450512127.000000,7801428733.000000,73682048560.000000,,,17136265596.000000,13770080000.000000,747082227.000000,,,747082227.000000,252306130.000000,,,252306130.000000,827599932.000000,39500000.000000,,335440000.000000,,335440000.000000,1164257307.000000,17136265596.000000,1527468055.000000,,1269900000.000000,,1269900000.000000,257568055.000000,1527468055.000000,18663733651.000000,,51500000000.000000,,3446800120.000000,,,3446800120.000000,71514789.000000,55018314909.000000,73682048560.000000,515000000.000000
12M 2019,,,494986781.000000,3000000000.000000,3107582451.000000,9464633241.000000,43794695213.000000,36704914475.000000,96566812161.000000,,6631784332.000000,488346080.000000,85149128.000000,1859955406.000000,9065234946.000000,105632047107.000000,,,26210142567.000000,13770455675.000000,2550467898.000000,,,2550467898.000000,,,,,1577489681.000000,65800000.000000,,287520000.000000,,287520000.000000,7958409313.000000,26210142567.000000,1322976511.000000,,982380000.000000,,982380000.000000,340596511.000000,1322976511.000000,27533119078.000000,,66500000000.000000,4746000000.000000,6746757721.000000,,,6746757721.000000,106170308.000000,78098928029.000000,105632047107.000000,665000000.000000
12M 2020,,,125522615.000000,6000000000.000000,4723319697.000000,5138271459.000000,47815548311.000000,30727557577.000000,94530219659.000000,,6477640898.000000,4297833366.000000,138877783.000000,4888060394.000000,15802412441.000000,110332632100.000000,,,30014979309.000000,12478565450.000000,3425187232.000000,,,3425187232.000000,,3376194169.000000,,3376194169.000000,2605224913.000000,72700000.000000,,20916413.000000,18290233.000000,39206646.000000,8017900899.000000,30014979309.000000,1974087540.000000,,1272879661.000000,75047863.000000,1347927524.000000,626160016.000000,1974087540.000000,31989066849.000000,,66500000000.000000,4746000000.000000,7126650289.000000,,,7126650289.000000,-29085038.000000,78343565251.000000,110332632100.000000,665000000.000000
12M 2021,,,102598748.000000,,557337415.000000,9984361319.000000,44127834145.000000,41358840188.000000,96130971815.000000,,6323497464.000000,3731603366.000000,133250114.000000,162106232.000000,10350457176.000000,106481428991.000000,,,26312458429.000000,6783046054.000000,2414745437.000000,,,2414745437.000000,,,,,2886851528.000000,66205000.000000,,,18290233.000000,18290233.000000,14143320177.000000,26312458429.000000,1579388728.000000,,1007961381.000000,75047863.000000,1083009244.000000,496379484.000000,1579388728.000000,27891847157.000000,,66500000000.000000,4746000000.000000,7274094321.000000,,7274094321.000000,7274094321.000000,69487513.000000,78589581834.000000,106481428991.000000,665000000.000000
12M 2022,,,325570778.000000,,1684146339.000000,10941861320.000000,37419588292.000000,44552489034.000000,94923655763.000000,,6169354021.000000,3199269575.000000,151803184.000000,140497548.000000,9660924328.000000,104584580091.000000,,,22569482569.000000,6841485003.000000,826780191.000000,,,826780191.000000,,,,,3425807519.000000,57550000.000000,,,18290233.000000,18290233.000000,11399569623.000000,22569482569.000000,1691416558.000000,,972270145.000000,75047863.000000,1047318008.000000,644098550.000000,1691416558.000000,24260899127.000000,,66500000000.000000,4746000000.000000,9053027314.000000,,9053027314.000000,9053027314.000000,24653650.000000,80323680964.000000,104584580091.000000,665000000.000000
