Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2018,0.52 B,3.60,0.00,0.00,3.19 B,2.52%,3.37%,10.61%,2.18
12M 2019,0.67 B,4.96,13.71,1.03,3.11 B,3.12%,4.23%,4.29%,1.17
12M 2020,0.67 B,0.57,135.09,0.69,(5.17 B),0.34%,0.48%,-7.24%,-6.06
12M 2021,0.67 B,0.22,227.27,6.57,(3.85 B),0.14%,0.19%,-5.54%,-5.73
12M 2022,0.67 B,2.68,18.66,1.46,1.02 B,1.70%,2.21%,0.54%,0.81
