Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2017,5 B,(1 B),4 B,14941.68
12M 2018,9 B,(25 B),(17 B),-40.35
12M 2019,8 B,(6 B),2 B,3.88
12M 2020,9 B,(1 B),8 B,18.63
12M 2021,18 B,(3 B),15 B,36.78
12M 2022,(63 B),(18 B),(81 B),-6.02
12M 2023,(938 B),(13 B),(951 B),-60.84
12M 2024,"(4,453 B)",(127 B),"(4,580 B)",-271.29
