Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Pajak Tangguhan,Deposito Berjangka,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Properti Investasi,Investasi Pada Entitas Asosiasi,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank,Utang Pembiayaan Konsumen,Utang Obligasi,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank,Utang Pembiayaan Konsumen,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Belum Ditentukan Penggunaannya,Telah Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2017,,,1098528195.000000,1409569589.000000,1409569589.000000,,1409569589.000000,15639900000.000000,15500000000.000000,139900000.000000,15639900000.000000,37066002705.000000,4257330225.000000,59471330714.000000,,15253804070.000000,474123584.000000,,,,,,,,1055262005.000000,16783189659.000000,76254520373.000000,,,27620830730.000000,2830789952.000000,,1691669063.000000,,1691669063.000000,,443642152.000000,,443642152.000000,177734664.000000,1009780605.000000,,1817040857.000000,,,,1817040857.000000,19650173437.000000,27620830730.000000,9625556122.000000,,6761077122.000000,,,6761077122.000000,2864479000.000000,9625556122.000000,37246386852.000000,,26000000000.000000,166964326.000000,-2227188719.000000,,,-2227188719.000000,250000000.000000,14818357914.000000,39008133521.000000,76254520373.000000,260000.000000
12M 2018,,,18362980581.000000,3331885416.000000,3331885416.000000,,3331885416.000000,8600000.000000,,8600000.000000,8600000.000000,76686795752.000000,11114470318.000000,109504732067.000000,,20070236365.000000,882183405.000000,,,,,,,,19136009709.000000,40088429479.000000,149593161546.000000,,,91524875312.000000,1920100546.000000,,3388050000.000000,,3388050000.000000,,9398426152.000000,,9398426152.000000,527331650.000000,271099751.000000,,7146684455.000000,74201064.000000,,,7220885519.000000,68798981694.000000,91524875312.000000,18204157687.000000,,13551437281.000000,166952406.000000,,13718389687.000000,4485768000.000000,18204157687.000000,109729032999.000000,,41000000000.000000,184591840.000000,-1576599790.000000,,,-1576599790.000000,256136497.000000,,39864128547.000000,149593161546.000000,410000000.000000
12M 2019,,,13370858913.000000,3271083919.000000,3271083919.000000,,3271083919.000000,2100000.000000,,2100000.000000,2100000.000000,68800965974.000000,6413790545.000000,91858799351.000000,,26479936122.000000,645520704.000000,,,,,,,,724699608.000000,27850156434.000000,119708955785.000000,,,61591309603.000000,,,5452003572.000000,,5452003572.000000,,243837354.000000,,243837354.000000,238148844.000000,138932213.000000,,3310673213.000000,181303464.000000,,,3491976677.000000,52026410943.000000,61591309603.000000,18153246392.000000,,14279432524.000000,309928868.000000,,14589361392.000000,3563885000.000000,18153246392.000000,79744555995.000000,,41000000000.000000,68591840.000000,-1897397117.000000,,,-1897397117.000000,257575770.000000,535629297.000000,39964399790.000000,119708955785.000000,410000000.000000
12M 2020,,,4347108710.000000,1385204957.000000,1385204957.000000,,1385204957.000000,,,,,49794488691.000000,31327801642.000000,86854604000.000000,,24865991822.000000,779264760.000000,,,,,,,,91350013.000000,25736606595.000000,112591210595.000000,,,54985764683.000000,,,2015864096.000000,,2015864096.000000,,139557945.000000,,139557945.000000,180826808.000000,44466398.000000,,4974101741.000000,,,,4974101741.000000,47630947695.000000,54985764683.000000,17640556856.000000,,12721121786.000000,318960070.000000,,13040081856.000000,4600475000.000000,17640556856.000000,72626321539.000000,,41000000000.000000,68591840.000000,-1676037324.000000,,,-1676037324.000000,258483263.000000,313851277.000000,39964889056.000000,112591210595.000000,410000000.000000
12M 2021,,,11069402000.000000,1769275000.000000,1769275000.000000,,1769275000.000000,,,,,93895951000.000000,32344893000.000000,139079521000.000000,,22539808000.000000,686168000.000000,,,,,,,,1608100000.000000,24834076000.000000,163913597000.000000,,,115780599000.000000,7009513000.000000,,1799049000.000000,,1799049000.000000,,184010000.000000,,184010000.000000,388657000.000000,8055994000.000000,,2126286000.000000,95907000.000000,,,2222193000.000000,96121183000.000000,115780599000.000000,6152097000.000000,,2021868000.000000,70910000.000000,,2092778000.000000,4059319000.000000,6152097000.000000,121932696000.000000,,41000000000.000000,184592000.000000,517676000.000000,,,517676000.000000,278633000.000000,,41980901000.000000,163913597000.000000,410000000.000000
12M 2022,,,1650672386000.000000,1580784000.000000,1580784000.000000,,1580784000.000000,7046454000.000000,2875544000.000000,4170910000.000000,7046454000.000000,12336299888000.000000,1036170062000.000000,15031769574000.000000,,50622334000.000000,561082000.000000,150304763000.000000,3281307413000.000000,3281307413000.000000,,3281307413000.000000,,,9495367364000.000000,12978162956000.000000,28009932530000.000000,,,14920521850000.000000,10000000000.000000,,580657527000.000000,46035000.000000,580703562000.000000,,8478128131000.000000,1259047000.000000,8479387178000.000000,61413322000.000000,18132594000.000000,,176227203000.000000,186621000.000000,825560271000.000000,42229876000.000000,1044203971000.000000,4726681223000.000000,14920521850000.000000,5579012971000.000000,,511232191000.000000,279931000.000000,2528181000.000000,514040303000.000000,5064972668000.000000,5579012971000.000000,20499534821000.000000,,1353000000000.000000,530781775000.000000,139359620000.000000,139349620000.000000,10000000.000000,139359620000.000000,5355073208000.000000,132183106000.000000,7510397709000.000000,28009932530000.000000,13530000000.000000
12M 2023,,,1069812157000.000000,348935000.000000,348935000.000000,,348935000.000000,1239854122000.000000,384653237000.000000,855200885000.000000,1239854122000.000000,14042447023000.000000,1496624781000.000000,17849087018000.000000,,28013471000.000000,9320208000.000000,278939259000.000000,2664063675000.000000,2664063675000.000000,,2664063675000.000000,,,12882581863000.000000,15862918476000.000000,33712005494000.000000,,,8995848943000.000000,,,788164409000.000000,2291709000.000000,790456118000.000000,,175133488000.000000,1972767000.000000,177106255000.000000,48272052000.000000,70988668000.000000,,128763971000.000000,,,38880344000.000000,167644315000.000000,7741381535000.000000,8995848943000.000000,5627121090000.000000,,516968695000.000000,,,516968695000.000000,5110152395000.000000,5627121090000.000000,14622970033000.000000,,1562715000000.000000,10958017265000.000000,412539772000.000000,409646661000.000000,2893111000.000000,412539772000.000000,6155763424000.000000,,19089035461000.000000,33712005494000.000000,15627150000.000000
12M 2024,,,4264583512000.000000,213474347000.000000,81222000.000000,213393125000.000000,213474347000.000000,61708899000.000000,1067996000.000000,60640903000.000000,61708899000.000000,20945602993000.000000,2442917882000.000000,27928287633000.000000,,175549456000.000000,10804527000.000000,172811111000.000000,1915987125000.000000,1915987125000.000000,,1915987125000.000000,8175557000.000000,,15171541071000.000000,17454868847000.000000,45383156480000.000000,,,13990866054000.000000,,,881587804000.000000,17508102000.000000,899095906000.000000,,37407602000.000000,2315221000.000000,39722823000.000000,56441346000.000000,10480451000.000000,,190122654000.000000,,,39639576000.000000,229762230000.000000,12755363298000.000000,13990866054000.000000,4796354323000.000000,,578031138000.000000,,,578031138000.000000,4218323185000.000000,4796354323000.000000,18787220377000.000000,,1688359550000.000000,17510033713000.000000,1007283687000.000000,1001658774000.000000,5624913000.000000,1007283687000.000000,6390259153000.000000,,26595936103000.000000,45383156480000.000000,16883595500.000000
