Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Dari Pelanggan,Pembayaran Kas Kepada Pemasok Dan Lainnya,Pembayaran Kas Kepada Karyawan,Penerimaan Bunga,Pembayaran Pajak Dimuka,Pembayaran Pajak Penghasilan Badan,Pembayaran Beban Pajak Final,Pembayaran Lainnya,Adjustment,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Penempatan Deposito Berjangka,Pencairan Deposito Berjangka,Perolehan Aset Lain-Lain,Perolehan Properti Investasi,Perolehan Aset Tetap,Hasil Penjualan Aset Tetap,Uang Muka Untuk Perolehan Aset Tetap,Penerimaan Dari Penjualan Investasi Pada Entitas Anak,Penambahan Piutang Lain-Lain Dari Pihak Berelasi,Penerimaan Piutang Lain-Lain Dari Pihak Berelasi,Penambahan Piutang Lain-Lain Dari Pihak Ketiga,Penerimaan Piutang Lain-Lain Dari Pihak Ketiga,Penerimaan Bunga Dari Pinjaman Piutang Lain-Lain Pihak Ketiga,Penerimaan Bunga,Investasi Dalam Saham,Hasil Dari Saham Ipo Terpakai,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Penerimaan Utang Bank,Pembayaran Utang Bank,Pembayaran Bunga Dan Provisi Pinjaman Bank,Pembayaran Utang Sewa Pembiayaan,Pembayaran Bunga Liabilitas Sewa,Pembayaran Beban Keuangan,Pembayaran Pembiayaan Konsumen,Pembayaran Bunga Pembiayaan Konsumen,Penerimaan Dari Pihak Berelasi,Pembayaran Ke Pihak Berelasi,Pembayaran Piutang Lain-Lain,Penerimaan Piutang Lain-Lain Pihak Berelasi,Peningkatan Utang Lain-Lain Pihak Ketiga,Peningkatan Utang Lain-Lain Pihak Berelasi,Penerimaan Utang Lain-Lain Dari Pihak Berelasi,Pembayaran Bunga Utang Lain-Lain Kepada Pihak Berelasi,Penerimaan Dari Penerbitan Utang Obligasi,Pembayaran Utang Obligasi,Pembayaran Bunga Utang Obligasi,Piutang Subordinasi,Akuisisi Entitas Anak,Pembayaran Biaya Penerbitan Saham Entitas Anak,Penerimaan Dari Penerbitan Saham,Biaya Emisi Saham,Penerimaan Modal Disetor,Penurunan Uang Muka Setoran Modal Dari Pihak Nonpengendali,Penerimaan Setoran Modal Dari Pihak Nonpengendali,Penerimaan Uang Muka Setoran Modal Dari Pihak Nonpengendali,Penerimaan Uang Muka Setoran Modal Dari Merging Entities,Penerimaan Setoran Modal Dari Pihak Merging Entities,Pengembalian Uang Muka Setoran Modal Dari Merging Entities,Pembayaran Utang Dividen Merging Entities,Dividen Kas Yang Dibayarkan Kepada Kepentingan Nonpengendali,Penerimaan Transaksi Saham Ipo Bersih,Total Arus Kas Dari Aktivitas Pendanaan,Adjustment,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Kas Dan Setara Kas Dari Merging Entities,Kas Dan Setara Kas Akhir Periode
12M 2017,4574471151.000000,230666578248.000000,-215725749256.000000,-9898857211.000000,,-482322084.000000,,,14821454.000000,,4574471151.000000,-10234634797.000000,,,,,-689634797.000000,205000000.000000,,,,,,,,,-9750000000.000000,,-10234634797.000000,5823983184.000000,8000000000.000000,-9696254226.000000,-2007860318.000000,,,,-15312500.000000,,,-16144089772.000000,,,,,,,,,,,,,,,,,,,,,,,,25687500000.000000,5823983184.000000,,163819538.000000,934708657.000000,,1098528195.000000
12M 2018,8635707218.000000,342200952267.000000,-321128351498.000000,-11905540125.000000,,-697757631.000000,,,166404205.000000,,8635707218.000000,-39787563766.000000,,,,,-6248152240.000000,38409091.000000,-18931153950.000000,,,,,,,353333333.000000,-15000000000.000000,,-39787563766.000000,48416308934.000000,25549147200.000000,-14374569466.000000,-2004055550.000000,,,,-55650798.000000,-9293202.000000,15500000000.000000,-45216000.000000,,,,,9000000000.000000,,,,,,,,,-1344053250.000000,,,,,,,,,,16200000000.000000,48416308934.000000,,17264452386.000000,1098528195.000000,,18362980581.000000
12M 2019,8068546079.000000,213934287393.000000,-196287448134.000000,-8275532864.000000,,-1302760316.000000,,,,,8068546079.000000,-6408799761.000000,,,,,-6479636137.000000,70836376.000000,,,,,,,,,,,-6408799761.000000,-6651867986.000000,727995243.000000,-5756111788.000000,,250078862.000000,,-1873830303.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6651867986.000000,,-4992121668.000000,18362980581.000000,,13370858913.000000
12M 2020,8696089956.000000,177951020865.000000,-169349328965.000000,748937742.000000,,,-654539686.000000,,,,8696089956.000000,-1057749755.000000,,,,,-1057749755.000000,,,,,,,,,,,,-1057749755.000000,-16662090404.000000,1663428528.000000,-1558310738.000000,,-172272262.000000,,-2090656523.000000,,,,,,,,,-104279409.000000,,,,,-14400000000.000000,,,,,,,,,,,,,,,-16662090404.000000,,-9023750203.000000,13370858913.000000,,4347108710.000000
12M 2021,17729162000.000000,345309609000.000000,-307931707000.000000,-18918968000.000000,,,-553752000.000000,,-176020000.000000,,17729162000.000000,-2649003000.000000,,,,,-1127453000.000000,1000000.000000,-1522550000.000000,,,,,,,,,,-2649003000.000000,-8357865000.000000,,-6564894000.000000,-1658870000.000000,-152143000.000000,,,,-26410000.000000,,,,,,,44452000.000000,,,,,,,,,,,,,,,,,,,,-8357865000.000000,,6722294000.000000,4347108000.000000,,11069402000.000000
12M 2022,-63246304000.000000,4937234683000.000000,-4797618637000.000000,-112266095000.000000,21373606000.000000,,-76822000.000000,-111893039000.000000,,,-63246304000.000000,635908837000.000000,-13727900000.000000,35110400000.000000,,,-18151688000.000000,230226000.000000,,,-14555513000.000000,647003312000.000000,,,,,,,635908837000.000000,315461020000.000000,692410468000.000000,-212270692000.000000,-26272909000.000000,-6610662000.000000,-817618000.000000,,-326773000.000000,-34096000.000000,,,,,,-8222621972000.000000,6348924307000.000000,-254363486000.000000,596419690000.000000,-5324159419000.000000,,,,,6560000000000.000000,-1557097000.000000,,,,92051279000.000000,25290000000.000000,49400000000.000000,,,,,315461020000.000000,,888123553000.000000,762548833000.000000,,1650672386000.000000
12M 2023,-937792869000.000000,5199069271000.000000,-5858449686000.000000,-166493718000.000000,44252907000.000000,,-14443582000.000000,-141728061000.000000,,,-937792869000.000000,-1097072506000.000000,-231253457000.000000,102618961000.000000,,,-12957644000.000000,5464699000.000000,,26381239000.000000,-817254987000.000000,435477294000.000000,-2224000000000.000000,1524000000000.000000,94451389000.000000,,,,-1097072506000.000000,1454005146000.000000,219538730000.000000,-271265458000.000000,-64378041000.000000,-3822836000.000000,-238398000.000000,,-466552000.000000,-11108000.000000,,,,,,-16867528096000.000000,8916243464000.000000,-109502926000.000000,2351062000.000000,-622005942000.000000,,,,,10485750000000.000000,-9809685000.000000,,,2000000.000000,97648932000.000000,,,,,-318500000000.000000,,1454005146000.000000,,-580860229000.000000,1650672386000.000000,,1069812157000.000000
12M 2024,-4453308692000.000000,6747329645000.000000,-10929313866000.000000,-166642652000.000000,110137825000.000000,,-19507747000.000000,-195311897000.000000,,,-4453308692000.000000,1458708964000.000000,-93600031000.000000,199728179000.000000,-3010299000.000000,-723385000.000000,-127031861000.000000,,,,-7159138000.000000,644936629000.000000,,787690875000.000000,67877995000.000000,,-10000000000.000000,,1458708964000.000000,6189371083000.000000,362070744000.000000,-239649618000.000000,-62270826000.000000,,,,,,,,,,,-189354626000.000000,138795392000.000000,-56306940000.000000,,,,,,-967300000.000000,6533516600000.000000,,,-88084855000.000000,,,,,,,-208377488000.000000,,6189371083000.000000,,3194771355000.000000,1069812157000.000000,,4264583512000.000000
