Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,57 B,(24 B),33 B,13.09
12M 2020,45 B,(11 B),33 B,13.23
12M 2021,69 B,(18 B),51 B,16.28
12M 2022,77 B,(10 B),66 B,21.04
12M 2023,70 B,(3 B),67 B,21.33
12M 2024,196 B,(9 B),188 B,59.80
