Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2019,0.67,0.66,1.22,2.08,0.0,0.0,1.18,0.59,1.08
12M 2020,0.86,0.84,0.91,1.96,0.0,0.0,0.9,0.46,0.96
12M 2021,0.97,0.94,0.6,1.53,0.0,0.0,0.6,0.4,0.53
12M 2022,1.37,1.33,0.55,1.62,0.0,0.0,0.44,0.34,0.62
12M 2023,1.11,1.08,1.01,1.86,0.0,0.0,0.98,0.54,0.86
12M 2024,1.29,1.27,0.81,1.64,0.0,0.0,0.75,0.49,0.64
