Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2019,0.00,111.40,0.00,111.40,247 B,93 B,340 B,328 B,(71 B)
12M 2020,0.00,110.16,0.00,110.16,184 B,66 B,250 B,249 B,(30 B)
12M 2021,0.82,107.37,0.82,107.37,152 B,51 B,204 B,203 B,(5 B)
12M 2022,0.52,114.39,0.52,114.39,149 B,49 B,199 B,158 B,59 B
12M 2023,1.74,124.21,1.74,124.21,283 B,111 B,394 B,383 B,25 B
12M 2024,3.09,141.61,3.09,141.61,254 B,106 B,359 B,335 B,64 B
