Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2019,,,,,,,,,,,,,-4.68,,0.67
12M 2020,153.46,3.6,53.36,103.7,2.38,4.55,101.3,148.75,0.75,1.67,0.53,1.1,-9.8,-9.8,0.86
12M 2021,150.69,4.48,49.17,106.0,2.42,2.29,81.5,77.39,0.9,0.9,0.6,0.61,-66.78,-66.78,0.97
12M 2022,119.04,4.55,39.0,84.59,3.07,2.63,80.28,73.81,1.2,1.22,0.77,0.74,7.17,7.17,1.37
12M 2023,121.7,4.12,31.3,94.52,3.0,2.4,88.7,94.41,1.39,1.21,0.87,0.78,22.91,22.91,1.11
12M 2024,131.33,3.37,29.15,105.55,2.78,2.4,108.41,109.48,1.47,1.47,0.92,0.87,10.46,10.46,1.29
